item_id,order_id,product_id,quantity,total_item_price
ITEM001378,ORD001378,PROD0111,3,4174.59
ITEM001379,ORD001379,PROD0307,2,4946.22
ITEM001380,ORD001380,PROD0106,4,8682.08
ITEM001381,ORD001381,PROD0102,2,6831.46
ITEM001382,ORD001382,PROD0436,1,55182.1
ITEM001383,ORD001383,PROD0006,4,27848.92
ITEM001384,ORD001384,PROD0465,3,63170.81999999999
ITEM001385,ORD001385,PROD0154,3,12778.98
ITEM001386,ORD001386,PROD0370,3,64867.68000000001
ITEM001387,ORD001387,PROD0399,1,1696.21
ITEM001388,ORD001388,PROD0185,2,924.2
ITEM001389,ORD001389,PROD0330,4,1326.32
ITEM001390,ORD001390,PROD0301,1,11587.4
ITEM001391,ORD001391,PROD0430,2,3866.64
ITEM001392,ORD001392,PROD0221,1,669.37
ITEM001393,ORD001393,PROD0292,2,6573.8
ITEM001394,ORD001394,PROD0086,2,137843.4
ITEM001395,ORD001395,PROD0340,1,2149.26
ITEM001396,ORD001396,PROD0390,3,1078.02
ITEM001397,ORD001397,PROD0019,4,11760.76
ITEM001398,ORD001398,PROD0461,3,5792.1
ITEM001399,ORD001399,PROD0206,4,5610.76
ITEM001400,ORD001400,PROD0206,3,4208.07
ITEM001401,ORD001401,PROD0338,4,4829.72
ITEM001402,ORD001402,PROD0495,1,1660.63
ITEM001403,ORD001403,PROD0204,4,285936.44
ITEM001404,ORD001404,PROD0017,4,4161.12
ITEM001405,ORD001405,PROD0455,3,942.39
ITEM001406,ORD001406,PROD0140,4,6850.96
ITEM001407,ORD001407,PROD0279,1,772.42
ITEM001408,ORD001408,PROD0181,2,3256.0
ITEM001409,ORD001409,PROD0119,1,5050.37
ITEM001410,ORD001410,PROD0049,3,196705.35
ITEM001411,ORD001411,PROD0094,3,1768.26
ITEM001412,ORD001412,PROD0104,1,380.72
ITEM001413,ORD001413,PROD0130,3,180676.62
ITEM001414,ORD001414,PROD0335,2,4417.1
ITEM001415,ORD001415,PROD0469,4,7009.48
ITEM001416,ORD001416,PROD0136,3,20457.12
ITEM001417,ORD001417,PROD0106,1,2170.52
ITEM001418,ORD001418,PROD0175,4,14841.12
ITEM001419,ORD001419,PROD0267,3,207165.03
ITEM001420,ORD001420,PROD0416,3,5416.14
ITEM001421,ORD001421,PROD0373,1,57021.67
ITEM001422,ORD001422,PROD0142,4,14786.68
ITEM001423,ORD001423,PROD0297,2,3506.32
ITEM001424,ORD001424,PROD0450,3,8579.400000000001
ITEM001425,ORD001425,PROD0288,2,6931.64
ITEM001426,ORD001426,PROD0047,2,1798.5
ITEM001427,ORD001427,PROD0058,2,828.7
ITEM001428,ORD001428,PROD0495,2,3321.26
ITEM001429,ORD001429,PROD0267,1,69055.01
ITEM001430,ORD001430,PROD0337,4,24828.08
ITEM001431,ORD001431,PROD0159,2,41184.2
ITEM001432,ORD001432,PROD0441,3,4042.74
ITEM001433,ORD001433,PROD0409,4,222946.52
ITEM001434,ORD001434,PROD0222,4,2958.36
ITEM001435,ORD001435,PROD0180,3,5581.5
ITEM001436,ORD001436,PROD0051,1,4232.39
ITEM001437,ORD001437,PROD0079,2,4111.68
ITEM001438,ORD001438,PROD0496,4,23791.84
ITEM001439,ORD001439,PROD0134,1,3119.27
ITEM001440,ORD001440,PROD0093,2,1904.28
ITEM001441,ORD001441,PROD0061,3,14304.84
ITEM001442,ORD001442,PROD0015,3,1240.02
ITEM001443,ORD001443,PROD0447,4,12610.4
ITEM001444,ORD001444,PROD0200,3,44302.02
ITEM001445,ORD001445,PROD0384,3,101665.08
ITEM001446,ORD001446,PROD0121,4,10165.08
ITEM001447,ORD001447,PROD0240,1,69222.8
ITEM001448,ORD001448,PROD0286,1,1563.74
ITEM001449,ORD001449,PROD0350,3,19822.77
ITEM001450,ORD001450,PROD0046,2,8088.3
ITEM001451,ORD001451,PROD0243,2,8088.28
ITEM001452,ORD001452,PROD0388,3,15230.58
ITEM001453,ORD001453,PROD0363,1,1503.91
ITEM001454,ORD001454,PROD0010,2,2947.16
ITEM001455,ORD001455,PROD0158,3,17600.31
ITEM001456,ORD001456,PROD0287,3,5331.51
ITEM001457,ORD001457,PROD0364,3,198759.18
ITEM001458,ORD001458,PROD0372,2,7943.68
ITEM001459,ORD001459,PROD0481,4,12815.96
ITEM001460,ORD001460,PROD0116,3,1998.9
ITEM001461,ORD001461,PROD0405,1,2813.82
ITEM001462,ORD001462,PROD0193,2,2331.0
ITEM001463,ORD001463,PROD0130,1,60225.54
ITEM001464,ORD001464,PROD0321,4,15387.6
ITEM001465,ORD001465,PROD0487,4,271378.68
ITEM001466,ORD001466,PROD0271,3,6001.71
ITEM001467,ORD001467,PROD0049,4,262273.8
ITEM001468,ORD001468,PROD0043,2,77167.68
ITEM001469,ORD001469,PROD0353,2,129376.98
ITEM001470,ORD001470,PROD0211,3,877.47
ITEM001471,ORD001471,PROD0373,4,228086.68
ITEM001472,ORD001472,PROD0174,2,72583.26
ITEM001473,ORD001473,PROD0297,4,7012.64
ITEM001474,ORD001474,PROD0180,4,7442.0
ITEM001475,ORD001475,PROD0474,2,7449.92
ITEM001476,ORD001476,PROD0186,2,4010.92
ITEM001477,ORD001477,PROD0378,2,5502.92
ITEM001478,ORD001478,PROD0420,4,1089.8
ITEM001479,ORD001479,PROD0283,2,8475.82
ITEM001480,ORD001480,PROD0413,1,803.6
ITEM001481,ORD001481,PROD0321,2,7693.8
ITEM001482,ORD001482,PROD0364,4,265012.24
ITEM001483,ORD001483,PROD0191,3,1074.15
ITEM001484,ORD001484,PROD0294,2,13838.48
ITEM001485,ORD001485,PROD0478,3,6047.43
ITEM001486,ORD001486,PROD0133,1,3670.65
ITEM001487,ORD001487,PROD0086,2,137843.4
ITEM001488,ORD001488,PROD0038,3,33871.68
ITEM001489,ORD001489,PROD0319,3,118899.96
ITEM001490,ORD001490,PROD0127,4,148991.4
ITEM001491,ORD001491,PROD0256,1,893.17
ITEM001492,ORD001492,PROD0294,2,13838.48
ITEM001493,ORD001493,PROD0387,2,48323.66
ITEM001494,ORD001494,PROD0102,1,3415.73
ITEM001495,ORD001495,PROD0472,1,224.06
ITEM001496,ORD001496,PROD0054,4,1997.04
ITEM001497,ORD001497,PROD0107,4,9627.56
ITEM001498,ORD001498,PROD0391,1,61808.7
ITEM001499,ORD001499,PROD0437,1,7420.39
ITEM001500,ORD001500,PROD0210,4,12335.36
ITEM001501,ORD001501,PROD0100,2,1428.16
ITEM001502,ORD001502,PROD0466,3,25853.64
ITEM001503,ORD001503,PROD0353,3,194065.47
ITEM001504,ORD001504,PROD0202,1,41320.78
ITEM001505,ORD001505,PROD0173,2,1557.46
ITEM001506,ORD001506,PROD0296,4,6105.44
ITEM001507,ORD001507,PROD0255,3,65784.24
ITEM001508,ORD001508,PROD0091,3,197824.56
ITEM001509,ORD001509,PROD0251,4,6625.08
ITEM001510,ORD001510,PROD0205,2,7712.32
ITEM001511,ORD001511,PROD0237,3,3176.58
ITEM001512,ORD001512,PROD0219,2,7714.0
ITEM001513,ORD001513,PROD0267,3,207165.03
ITEM001514,ORD001514,PROD0253,1,1748.41
ITEM001515,ORD001515,PROD0244,3,11825.34
ITEM001516,ORD001516,PROD0250,2,40179.4
ITEM001517,ORD001517,PROD0188,1,5383.12
ITEM001518,ORD001518,PROD0291,1,2608.5
ITEM001519,ORD001519,PROD0108,2,337.0
ITEM001520,ORD001520,PROD0185,2,924.2
ITEM001521,ORD001521,PROD0404,2,1124.06
ITEM001522,ORD001522,PROD0287,1,1777.17
ITEM001523,ORD001523,PROD0218,4,15782.56
ITEM001524,ORD001524,PROD0037,4,20993.76
ITEM001525,ORD001525,PROD0107,4,9627.56
ITEM001526,ORD001526,PROD0427,1,1508.58
ITEM001527,ORD001527,PROD0398,4,4258.36
ITEM001528,ORD001528,PROD0159,4,82368.4
ITEM001529,ORD001529,PROD0046,4,16176.6
ITEM001530,ORD001530,PROD0249,3,3029.55
ITEM001531,ORD001531,PROD0132,4,155147.88
ITEM001532,ORD001532,PROD0305,4,9081.8
ITEM001533,ORD001533,PROD0038,2,22581.12
ITEM001534,ORD001534,PROD0300,1,3418.66
ITEM001535,ORD001535,PROD0178,1,1428.22
ITEM001536,ORD001536,PROD0113,1,1112.14
ITEM001537,ORD001537,PROD0397,1,14261.18
ITEM001538,ORD001538,PROD0417,3,158029.32
ITEM001539,ORD001539,PROD0285,1,15862.42
ITEM001540,ORD001540,PROD0013,2,13260.66
ITEM001541,ORD001541,PROD0492,3,15901.71
ITEM001542,ORD001542,PROD0281,2,12497.74
ITEM001543,ORD001543,PROD0335,4,8834.2
ITEM001544,ORD001544,PROD0279,2,1544.84
ITEM001545,ORD001545,PROD0410,4,2086.88
ITEM001546,ORD001546,PROD0153,1,436.79
ITEM001547,ORD001547,PROD0092,1,5847.94
ITEM001548,ORD001548,PROD0222,4,2958.36
ITEM001549,ORD001549,PROD0403,4,10078.04
ITEM001550,ORD001550,PROD0252,4,254236.4
ITEM001551,ORD001551,PROD0438,3,3901.35
ITEM001552,ORD001552,PROD0067,2,3253.28
ITEM001553,ORD001553,PROD0099,2,1767.1
ITEM001554,ORD001554,PROD0103,3,9443.91
ITEM001555,ORD001555,PROD0312,2,7642.56
ITEM001556,ORD001556,PROD0311,2,60053.02
ITEM001557,ORD001557,PROD0007,3,6864.0
ITEM001558,ORD001558,PROD0348,2,2027.28
ITEM001559,ORD001559,PROD0416,2,3610.76
ITEM001560,ORD001560,PROD0251,2,3312.54
ITEM001561,ORD001561,PROD0435,2,4605.82
ITEM001562,ORD001562,PROD0208,3,22632.9
ITEM001563,ORD001563,PROD0059,2,1292.48
ITEM001564,ORD001564,PROD0187,3,6557.73
ITEM001565,ORD001565,PROD0444,4,213728.32
ITEM001566,ORD001566,PROD0015,4,1653.36
ITEM001567,ORD001567,PROD0017,4,4161.12
ITEM001568,ORD001568,PROD0049,2,131136.9
ITEM001569,ORD001569,PROD0039,4,7421.2
ITEM001570,ORD001570,PROD0042,4,15951.76
ITEM001571,ORD001571,PROD0115,3,6108.57
ITEM001572,ORD001572,PROD0313,3,16851.54
ITEM001573,ORD001573,PROD0055,4,8159.68
ITEM001574,ORD001574,PROD0172,3,1467.63
ITEM001575,ORD001575,PROD0158,1,5866.77
ITEM001576,ORD001576,PROD0270,2,62047.42
ITEM001577,ORD001577,PROD0496,1,5947.96
ITEM001578,ORD001578,PROD0001,3,97943.79000000001
ITEM001579,ORD001579,PROD0158,2,11733.54
ITEM001580,ORD001580,PROD0145,1,24638.14
ITEM001581,ORD001581,PROD0094,1,589.42
ITEM001582,ORD001582,PROD0384,3,101665.08
ITEM001583,ORD001583,PROD0102,3,10247.19
ITEM001584,ORD001584,PROD0212,4,1215.32
ITEM001585,ORD001585,PROD0498,1,1962.51
ITEM001586,ORD001586,PROD0129,2,14029.66
ITEM001587,ORD001587,PROD0256,4,3572.68
ITEM001588,ORD001588,PROD0317,2,1038.88
ITEM001589,ORD001589,PROD0081,2,146070.96
ITEM001590,ORD001590,PROD0389,4,4121.68
ITEM001591,ORD001591,PROD0039,4,7421.2
ITEM001592,ORD001592,PROD0134,3,9357.81
ITEM001593,ORD001593,PROD0300,2,6837.32
ITEM001594,ORD001594,PROD0310,1,1993.96
ITEM001595,ORD001595,PROD0007,3,6864.0
ITEM001596,ORD001596,PROD0045,4,9791.2
ITEM001597,ORD001597,PROD0002,3,4929.27
ITEM001598,ORD001598,PROD0443,2,1439.06
ITEM001599,ORD001599,PROD0372,3,11915.52
ITEM001600,ORD001600,PROD0269,3,5226.84
ITEM001601,ORD001601,PROD0487,4,271378.68
ITEM001602,ORD001602,PROD0202,4,165283.12
ITEM001603,ORD001603,PROD0050,1,2406.82
ITEM001604,ORD001604,PROD0410,4,2086.88
ITEM001605,ORD001605,PROD0479,2,15795.2
ITEM001606,ORD001606,PROD0197,2,6422.0
ITEM001607,ORD001607,PROD0398,3,3193.77
ITEM001608,ORD001608,PROD0420,2,544.9
ITEM001609,ORD001609,PROD0465,2,42113.88
ITEM001610,ORD001610,PROD0422,1,589.21
ITEM001611,ORD001611,PROD0129,2,14029.66
ITEM001612,ORD001612,PROD0423,3,5537.79
ITEM001613,ORD001613,PROD0236,3,7302.87
ITEM001614,ORD001614,PROD0361,4,13403.84
ITEM001615,ORD001615,PROD0311,1,30026.51
ITEM001616,ORD001616,PROD0010,4,5894.32
ITEM001617,ORD001617,PROD0160,4,24404.68
ITEM001618,ORD001618,PROD0430,3,5799.96
ITEM001619,ORD001619,PROD0322,4,3580.0
ITEM001620,ORD001620,PROD0410,4,2086.88
ITEM001621,ORD001621,PROD0338,4,4829.72
ITEM001622,ORD001622,PROD0309,1,7753.4
ITEM001623,ORD001623,PROD0293,4,2331.88
ITEM001624,ORD001624,PROD0490,2,1864.16
ITEM001625,ORD001625,PROD0046,4,16176.6
ITEM001626,ORD001626,PROD0176,1,9609.71
ITEM001627,ORD001627,PROD0464,2,73250.88
ITEM001628,ORD001628,PROD0247,3,2323.53
ITEM001629,ORD001629,PROD0115,3,6108.57
ITEM001630,ORD001630,PROD0272,3,106858.11
ITEM001631,ORD001631,PROD0339,2,87893.74
ITEM001632,ORD001632,PROD0473,1,1564.49
ITEM001633,ORD001633,PROD0014,1,2944.48
ITEM001634,ORD001634,PROD0196,3,1298.01
ITEM001635,ORD001635,PROD0233,4,169402.44
ITEM001636,ORD001636,PROD0314,2,3031.58
ITEM001637,ORD001637,PROD0481,2,6407.98
ITEM001638,ORD001638,PROD0294,3,20757.72
ITEM001639,ORD001639,PROD0196,1,432.67
ITEM001640,ORD001640,PROD0237,1,1058.86
ITEM001641,ORD001641,PROD0342,3,2748.87
ITEM001642,ORD001642,PROD0119,4,20201.48
ITEM001643,ORD001643,PROD0199,2,1101.74
ITEM001644,ORD001644,PROD0232,4,7258.08
ITEM001645,ORD001645,PROD0093,4,3808.56
ITEM001646,ORD001646,PROD0019,4,11760.76
ITEM001647,ORD001647,PROD0300,2,6837.32
ITEM001648,ORD001648,PROD0346,4,61371.56
ITEM001649,ORD001649,PROD0202,2,82641.56
ITEM001650,ORD001650,PROD0061,4,19073.12
ITEM001651,ORD001651,PROD0024,3,21107.52
ITEM001652,ORD001652,PROD0411,3,5327.07
ITEM001653,ORD001653,PROD0093,4,3808.56
ITEM001654,ORD001654,PROD0390,4,1437.36
ITEM001655,ORD001655,PROD0100,1,714.08
ITEM001656,ORD001656,PROD0235,4,268416.24
ITEM001657,ORD001657,PROD0093,2,1904.28
ITEM001658,ORD001658,PROD0222,2,1479.18
ITEM001659,ORD001659,PROD0157,1,3594.18
ITEM001660,ORD001660,PROD0115,1,2036.19
ITEM001661,ORD001661,PROD0346,1,15342.89
ITEM001662,ORD001662,PROD0089,1,9874.26
ITEM001663,ORD001663,PROD0030,1,1311.25
ITEM001664,ORD001664,PROD0187,1,2185.91
ITEM001665,ORD001665,PROD0261,3,182677.02
ITEM001666,ORD001666,PROD0409,2,111473.26
ITEM001667,ORD001667,PROD0199,4,2203.48
ITEM001668,ORD001668,PROD0291,4,10434.0
ITEM001669,ORD001669,PROD0290,1,69116.59
ITEM001670,ORD001670,PROD0225,4,122219.64
ITEM001671,ORD001671,PROD0082,2,4501.86
ITEM001672,ORD001672,PROD0459,3,184068.69
ITEM001673,ORD001673,PROD0137,1,726.49
ITEM001674,ORD001674,PROD0467,3,119176.35
ITEM001675,ORD001675,PROD0186,4,8021.84
ITEM001676,ORD001676,PROD0318,3,2583.36
ITEM001677,ORD001677,PROD0241,3,19700.97
ITEM001678,ORD001678,PROD0054,1,499.26
ITEM001679,ORD001679,PROD0341,3,10408.05
ITEM001680,ORD001680,PROD0433,1,1471.03
ITEM001681,ORD001681,PROD0386,4,1906.8
ITEM001682,ORD001682,PROD0331,4,25233.6
ITEM001683,ORD001683,PROD0187,1,2185.91
ITEM001684,ORD001684,PROD0186,1,2005.46
ITEM001685,ORD001685,PROD0469,1,1752.37
ITEM001686,ORD001686,PROD0350,1,6607.59
ITEM001687,ORD001687,PROD0228,3,6715.83
ITEM001688,ORD001688,PROD0317,3,1558.32
ITEM001689,ORD001689,PROD0101,4,67513.48
ITEM001690,ORD001690,PROD0081,2,146070.96
ITEM001691,ORD001691,PROD0394,3,128432.94
ITEM001692,ORD001692,PROD0449,2,131772.9
ITEM001693,ORD001693,PROD0251,2,3312.54
ITEM001694,ORD001694,PROD0240,4,276891.2
ITEM001695,ORD001695,PROD0004,3,206799.33
ITEM001696,ORD001696,PROD0061,4,19073.12
ITEM001697,ORD001697,PROD0060,4,24198.04
ITEM001698,ORD001698,PROD0349,3,7597.349999999999
ITEM001699,ORD001699,PROD0172,2,978.42
ITEM001700,ORD001700,PROD0158,3,17600.31
ITEM001701,ORD001701,PROD0348,2,2027.28
ITEM001702,ORD001702,PROD0317,1,519.44
ITEM001703,ORD001703,PROD0050,3,7220.460000000001
ITEM001704,ORD001704,PROD0427,1,1508.58
ITEM001705,ORD001705,PROD0495,4,6642.52
ITEM001706,ORD001706,PROD0239,1,1119.63
ITEM001707,ORD001707,PROD0347,4,288809.8
ITEM001708,ORD001708,PROD0256,2,1786.34
ITEM001709,ORD001709,PROD0106,3,6511.559999999999
ITEM001710,ORD001710,PROD0321,1,3846.9
ITEM001711,ORD001711,PROD0414,2,98262.82
ITEM001712,ORD001712,PROD0094,2,1178.84
ITEM001713,ORD001713,PROD0374,3,4457.25
ITEM001714,ORD001714,PROD0429,2,393.12
ITEM001715,ORD001715,PROD0436,2,110364.2
ITEM001716,ORD001716,PROD0212,3,911.49
ITEM001717,ORD001717,PROD0003,2,10468.2
ITEM001718,ORD001718,PROD0419,4,1289.44
ITEM001719,ORD001719,PROD0495,4,6642.52
ITEM001720,ORD001720,PROD0301,3,34762.2
ITEM001721,ORD001721,PROD0218,4,15782.56
ITEM001722,ORD001722,PROD0261,4,243569.36
ITEM001723,ORD001723,PROD0175,4,14841.12
ITEM001724,ORD001724,PROD0209,4,76449.16
ITEM001725,ORD001725,PROD0261,2,121784.68
ITEM001726,ORD001726,PROD0283,3,12713.73
ITEM001727,ORD001727,PROD0353,2,129376.98
ITEM001728,ORD001728,PROD0275,4,1381.88
ITEM001729,ORD001729,PROD0445,3,137998.56
ITEM001730,ORD001730,PROD0329,4,22816.04
ITEM001731,ORD001731,PROD0352,3,85787.81999999999
ITEM001732,ORD001732,PROD0282,1,2532.32
ITEM001733,ORD001733,PROD0216,2,3609.92
ITEM001734,ORD001734,PROD0387,1,24161.83
ITEM001735,ORD001735,PROD0033,1,656.58
ITEM001736,ORD001736,PROD0018,3,2524.23
ITEM001737,ORD001737,PROD0476,4,192330.52
ITEM001738,ORD001738,PROD0388,1,5076.86
ITEM001739,ORD001739,PROD0269,3,5226.84
ITEM001740,ORD001740,PROD0176,1,9609.71
ITEM001741,ORD001741,PROD0345,4,9517.72
ITEM001742,ORD001742,PROD0310,4,7975.84
ITEM001743,ORD001743,PROD0243,1,4044.14
ITEM001744,ORD001744,PROD0103,2,6295.94
ITEM001745,ORD001745,PROD0483,1,1510.81
ITEM001746,ORD001746,PROD0178,4,5712.88
ITEM001747,ORD001747,PROD0257,1,342.25
ITEM001748,ORD001748,PROD0194,1,41324.82
ITEM001749,ORD001749,PROD0496,4,23791.84
ITEM001750,ORD001750,PROD0246,3,1816.08
ITEM001751,ORD001751,PROD0442,4,1142.44
ITEM001752,ORD001752,PROD0425,4,14786.08
ITEM001753,ORD001753,PROD0419,4,1289.44
ITEM001754,ORD001754,PROD0472,4,896.24
ITEM001755,ORD001755,PROD0426,3,1788.18
ITEM001756,ORD001756,PROD0303,4,10981.44
ITEM001757,ORD001757,PROD0151,2,1264.12
ITEM001758,ORD001758,PROD0425,1,3696.52
ITEM001759,ORD001759,PROD0109,4,7528.52
ITEM001760,ORD001760,PROD0486,1,74512.07
ITEM001761,ORD001761,PROD0357,2,6652.44
ITEM001762,ORD001762,PROD0469,3,5257.11
ITEM001763,ORD001763,PROD0100,2,1428.16
ITEM001764,ORD001764,PROD0438,3,3901.35
ITEM001765,ORD001765,PROD0211,4,1169.96
ITEM001766,ORD001766,PROD0141,4,12850.8
ITEM001767,ORD001767,PROD0140,2,3425.48
ITEM001768,ORD001768,PROD0453,1,6040.09
ITEM001769,ORD001769,PROD0255,2,43856.16
ITEM001770,ORD001770,PROD0027,2,5173.22
ITEM001771,ORD001771,PROD0087,3,95570.79000000001
ITEM001772,ORD001772,PROD0196,2,865.34
ITEM001773,ORD001773,PROD0103,4,12591.88
ITEM001774,ORD001774,PROD0077,3,12596.1
ITEM001775,ORD001775,PROD0251,2,3312.54
ITEM001776,ORD001776,PROD0203,3,6579.99
ITEM001777,ORD001777,PROD0430,3,5799.96
ITEM001778,ORD001778,PROD0253,4,6993.64
ITEM001779,ORD001779,PROD0337,4,24828.08
ITEM001780,ORD001780,PROD0218,4,15782.56
ITEM001781,ORD001781,PROD0454,2,4939.02
ITEM001782,ORD001782,PROD0411,3,5327.07
ITEM001783,ORD001783,PROD0392,1,60073.93
ITEM001784,ORD001784,PROD0448,4,9756.96
ITEM001785,ORD001785,PROD0180,1,1860.5
ITEM001786,ORD001786,PROD0305,1,2270.45
ITEM001787,ORD001787,PROD0202,4,165283.12
ITEM001788,ORD001788,PROD0414,2,98262.82
ITEM001789,ORD001789,PROD0447,2,6305.2
ITEM001790,ORD001790,PROD0409,3,167209.89
ITEM001791,ORD001791,PROD0136,4,27276.16
ITEM001792,ORD001792,PROD0377,4,955.08
ITEM001793,ORD001793,PROD0172,3,1467.63
ITEM001794,ORD001794,PROD0266,4,98104.16
ITEM001795,ORD001795,PROD0228,1,2238.61
ITEM001796,ORD001796,PROD0336,2,4022.0
ITEM001797,ORD001797,PROD0380,4,8167.64
ITEM001798,ORD001798,PROD0199,1,550.87
ITEM001799,ORD001799,PROD0198,3,1839.6
ITEM001800,ORD001800,PROD0317,2,1038.88
ITEM001801,ORD001801,PROD0133,4,14682.6
ITEM001802,ORD001802,PROD0420,2,544.9
ITEM001803,ORD001803,PROD0299,1,1210.07
ITEM001804,ORD001804,PROD0325,4,17855.52
ITEM001805,ORD001805,PROD0136,2,13638.08
ITEM001806,ORD001806,PROD0498,4,7850.04
ITEM001807,ORD001807,PROD0227,3,4008.99
ITEM001808,ORD001808,PROD0382,4,42500.52
ITEM001809,ORD001809,PROD0041,3,15990.84
ITEM001810,ORD001810,PROD0179,3,11970.66
ITEM001811,ORD001811,PROD0182,2,2873.42
ITEM001812,ORD001812,PROD0432,1,2015.51
ITEM001813,ORD001813,PROD0322,3,2685.0
ITEM001814,ORD001814,PROD0415,1,6806.09
ITEM001815,ORD001815,PROD0378,3,8254.380000000001
ITEM001816,ORD001816,PROD0123,4,15989.08
ITEM001817,ORD001817,PROD0141,4,12850.8
ITEM001818,ORD001818,PROD0438,2,2600.9
ITEM001819,ORD001819,PROD0227,1,1336.33
ITEM001820,ORD001820,PROD0465,1,21056.94
ITEM001821,ORD001821,PROD0130,4,240902.16
ITEM001822,ORD001822,PROD0443,2,1439.06
ITEM001823,ORD001823,PROD0164,4,12115.2
ITEM001824,ORD001824,PROD0332,2,3861.68
ITEM001825,ORD001825,PROD0019,1,2940.19
ITEM001826,ORD001826,PROD0368,1,2290.46
ITEM001827,ORD001827,PROD0327,3,124898.76
ITEM001828,ORD001828,PROD0067,1,1626.64
ITEM001829,ORD001829,PROD0130,4,240902.16
ITEM001830,ORD001830,PROD0013,3,19890.99
ITEM001831,ORD001831,PROD0397,1,14261.18
ITEM001832,ORD001832,PROD0187,4,8743.64
ITEM001833,ORD001833,PROD0124,4,21920.16
ITEM001834,ORD001834,PROD0227,1,1336.33
ITEM001835,ORD001835,PROD0254,3,4096.65
ITEM001836,ORD001836,PROD0087,1,31856.93
ITEM001837,ORD001837,PROD0308,1,2127.94
ITEM001838,ORD001838,PROD0332,2,3861.68
ITEM001839,ORD001839,PROD0003,3,15702.3
ITEM001840,ORD001840,PROD0287,2,3554.34
ITEM001841,ORD001841,PROD0372,4,15887.36
ITEM001842,ORD001842,PROD0140,2,3425.48
ITEM001843,ORD001843,PROD0348,4,4054.56
ITEM001844,ORD001844,PROD0426,3,1788.18
ITEM001845,ORD001845,PROD0383,2,3455.54
ITEM001846,ORD001846,PROD0269,4,6969.12
ITEM001847,ORD001847,PROD0313,2,11234.36
ITEM001848,ORD001848,PROD0204,3,214452.33
ITEM001849,ORD001849,PROD0162,4,294987.48
ITEM001850,ORD001850,PROD0450,4,11439.2
ITEM001851,ORD001851,PROD0117,4,15416.16
ITEM001852,ORD001852,PROD0329,4,22816.04
ITEM001853,ORD001853,PROD0320,1,2021.44
ITEM001854,ORD001854,PROD0133,3,11011.95
ITEM001855,ORD001855,PROD0171,3,7013.789999999999
ITEM001856,ORD001856,PROD0450,3,8579.400000000001
ITEM001857,ORD001857,PROD0014,1,2944.48
ITEM001858,ORD001858,PROD0122,4,95273.64
ITEM001859,ORD001859,PROD0226,1,74913.36
ITEM001860,ORD001860,PROD0413,2,1607.2
ITEM001861,ORD001861,PROD0418,4,8917.8
ITEM001862,ORD001862,PROD0179,1,3990.22
ITEM001863,ORD001863,PROD0144,3,174318.48
ITEM001864,ORD001864,PROD0284,3,6528.900000000001
ITEM001865,ORD001865,PROD0444,2,106864.16
ITEM001866,ORD001866,PROD0483,4,6043.24
ITEM001867,ORD001867,PROD0017,1,1040.28
ITEM001868,ORD001868,PROD0396,1,696.16
ITEM001869,ORD001869,PROD0496,2,11895.92
ITEM001870,ORD001870,PROD0247,2,1549.02
ITEM001871,ORD001871,PROD0269,2,3484.56
ITEM001872,ORD001872,PROD0004,1,68933.11
ITEM001873,ORD001873,PROD0192,2,5262.8
ITEM001874,ORD001874,PROD0118,2,13396.06
ITEM001875,ORD001875,PROD0273,4,1552.0
ITEM001876,ORD001876,PROD0111,2,2783.06
ITEM001877,ORD001877,PROD0102,4,13662.92
ITEM001878,ORD001878,PROD0374,3,4457.25
ITEM001879,ORD001879,PROD0274,4,102488.92
ITEM001880,ORD001880,PROD0191,1,358.05
ITEM001881,ORD001881,PROD0474,2,7449.92
ITEM001882,ORD001882,PROD0207,1,31842.48
ITEM001883,ORD001883,PROD0298,2,14211.96
ITEM001884,ORD001884,PROD0097,4,4407.88
ITEM001885,ORD001885,PROD0096,3,7433.67
ITEM001886,ORD001886,PROD0370,1,21622.56
ITEM001887,ORD001887,PROD0311,3,90079.53
ITEM001888,ORD001888,PROD0062,4,59087.24
ITEM001889,ORD001889,PROD0127,4,148991.4
ITEM001890,ORD001890,PROD0209,1,19112.29
ITEM001891,ORD001891,PROD0308,2,4255.88
ITEM001892,ORD001892,PROD0195,1,15420.6
ITEM001893,ORD001893,PROD0156,3,18314.88
ITEM001894,ORD001894,PROD0500,2,668.0
ITEM001895,ORD001895,PROD0380,3,6125.73
ITEM001896,ORD001896,PROD0269,1,1742.28
ITEM001897,ORD001897,PROD0022,3,8530.89
ITEM001898,ORD001898,PROD0357,4,13304.88
ITEM001899,ORD001899,PROD0471,1,284.52
ITEM001900,ORD001900,PROD0142,4,14786.68
ITEM001901,ORD001901,PROD0416,4,7221.52
ITEM001902,ORD001902,PROD0400,3,1628.16
ITEM001903,ORD001903,PROD0015,3,1240.02
ITEM001904,ORD001904,PROD0244,2,7883.56
ITEM001905,ORD001905,PROD0114,2,7205.18
ITEM001906,ORD001906,PROD0235,2,134208.12
ITEM001907,ORD001907,PROD0108,3,505.5
ITEM001908,ORD001908,PROD0029,3,1056.69
ITEM001909,ORD001909,PROD0496,2,11895.92
ITEM001910,ORD001910,PROD0412,3,717.24
ITEM001911,ORD001911,PROD0449,4,263545.8
ITEM001912,ORD001912,PROD0141,1,3212.7
ITEM001913,ORD001913,PROD0045,4,9791.2
ITEM001914,ORD001914,PROD0181,2,3256.0
