payment_id,order_id,user_id,payment_method,amount,payment_status
PAY001506,ORD001506,USR00521,Credit Card,6105.44,Success
PAY001507,ORD001507,USR01702,Credit Card,65784.24,Success
PAY001508,ORD001508,USR01017,Net Banking,197824.56,Failed
PAY001509,ORD001509,USR01014,Cash on Delivery,6625.08,Success
PAY001510,ORD001510,USR00117,Cash on Delivery,7712.32,Success
PAY001511,ORD001511,USR02434,Cash on Delivery,3176.58,Success
PAY001512,ORD001512,USR01368,Credit Card,7714.0,Success
PAY001513,ORD001513,USR00584,UPI,207165.03,Success
PAY001514,ORD001514,USR00395,Net Banking,1748.41,Success
PAY001515,ORD001515,USR01088,UPI,11825.34,Success
PAY001516,ORD001516,USR00072,Credit Card,40179.4,Success
PAY001517,ORD001517,USR00274,Net Banking,5383.12,Pending
PAY001518,ORD001518,USR02014,Net Banking,2608.5,Success
PAY001519,ORD001519,USR01344,UPI,337.0,Failed
PAY001520,ORD001520,USR00338,Cash on Delivery,924.2,Success
PAY001521,ORD001521,USR01390,Cash on Delivery,1124.06,Success
PAY001522,ORD001522,USR00607,Net Banking,1777.17,Success
PAY001523,ORD001523,USR00166,UPI,15782.56,Refunded
PAY001524,ORD001524,USR01568,Debit Card,20993.76,Success
PAY001525,ORD001525,USR02059,Cash on Delivery,9627.56,Success
PAY001526,ORD001526,USR01325,Debit Card,1508.58,Pending
PAY001527,ORD001527,USR00729,Cash on Delivery,4258.36,Success
PAY001528,ORD001528,USR02044,UPI,82368.4,Success
PAY001529,ORD001529,USR00102,Cash on Delivery,16176.6,Failed
PAY001530,ORD001530,USR01416,Debit Card,3029.55,Success
PAY001531,ORD001531,USR00779,UPI,155147.88,Refunded
PAY001532,ORD001532,USR00214,Debit Card,9081.8,Refunded
PAY001533,ORD001533,USR01112,Net Banking,22581.12,Refunded
PAY001534,ORD001534,USR01577,Debit Card,3418.66,Success
PAY001535,ORD001535,USR02449,Net Banking,1428.22,Success
PAY001536,ORD001536,USR01696,UPI,1112.14,Pending
PAY001537,ORD001537,USR00592,Net Banking,14261.18,Success
PAY001538,ORD001538,USR01334,UPI,158029.32,Success
PAY001539,ORD001539,USR01110,Credit Card,15862.42,Success
PAY001540,ORD001540,USR02140,Cash on Delivery,13260.66,Success
PAY001541,ORD001541,USR00714,Debit Card,15901.71,Success
PAY001542,ORD001542,USR00936,Cash on Delivery,12497.74,Pending
PAY001543,ORD001543,USR01952,Debit Card,8834.2,Success
PAY001544,ORD001544,USR00242,Credit Card,1544.84,Success
PAY001545,ORD001545,USR02044,Net Banking,2086.88,Success
PAY001546,ORD001546,USR00002,UPI,436.79,Success
PAY001547,ORD001547,USR02273,Net Banking,5847.94,Refunded
PAY001548,ORD001548,USR01769,Cash on Delivery,2958.36,Success
PAY001549,ORD001549,USR01950,Credit Card,10078.04,Refunded
PAY001550,ORD001550,USR02164,Credit Card,254236.4,Failed
PAY001551,ORD001551,USR00918,Cash on Delivery,3901.35,Refunded
PAY001552,ORD001552,USR02242,Net Banking,3253.28,Success
PAY001553,ORD001553,USR00090,Cash on Delivery,1767.1,Success
PAY001554,ORD001554,USR01710,Debit Card,9443.91,Success
PAY001555,ORD001555,USR02170,Net Banking,7642.56,Success
PAY001556,ORD001556,USR00143,UPI,60053.02,Failed
PAY001557,ORD001557,USR00106,Debit Card,6864.0,Success
PAY001558,ORD001558,USR00887,UPI,2027.28,Success
PAY001559,ORD001559,USR00428,UPI,3610.76,Success
PAY001560,ORD001560,USR01329,Cash on Delivery,3312.54,Success
PAY001561,ORD001561,USR01896,Net Banking,4605.82,Success
PAY001562,ORD001562,USR01995,Net Banking,22632.9,Success
PAY001563,ORD001563,USR00317,UPI,1292.48,Success
PAY001564,ORD001564,USR01987,Debit Card,6557.73,Success
PAY001565,ORD001565,USR00635,Cash on Delivery,213728.32,Success
PAY001566,ORD001566,USR01926,Credit Card,1653.36,Success
PAY001567,ORD001567,USR02057,Cash on Delivery,4161.12,Pending
PAY001568,ORD001568,USR02271,Credit Card,131136.9,Success
PAY001569,ORD001569,USR01440,Credit Card,7421.2,Refunded
PAY001570,ORD001570,USR00553,Debit Card,15951.76,Refunded
PAY001571,ORD001571,USR00716,Net Banking,6108.57,Failed
PAY001572,ORD001572,USR01288,Cash on Delivery,16851.54,Failed
PAY001573,ORD001573,USR01714,Cash on Delivery,8159.68,Success
PAY001574,ORD001574,USR01884,UPI,1467.63,Success
PAY001575,ORD001575,USR01108,Cash on Delivery,5866.77,Success
PAY001576,ORD001576,USR01342,Cash on Delivery,62047.42,Pending
PAY001577,ORD001577,USR00111,Debit Card,5947.96,Success
PAY001578,ORD001578,USR00251,UPI,97943.79,Success
PAY001579,ORD001579,USR02431,Net Banking,11733.54,Success
PAY001580,ORD001580,USR02055,Cash on Delivery,24638.14,Refunded
PAY001581,ORD001581,USR00459,UPI,589.42,Refunded
PAY001582,ORD001582,USR01108,Credit Card,101665.08,Success
PAY001583,ORD001583,USR00208,UPI,10247.19,Success
PAY001584,ORD001584,USR00900,Credit Card,1215.32,Success
PAY001585,ORD001585,USR00022,Debit Card,1962.51,Success
PAY001586,ORD001586,USR00410,Net Banking,14029.66,Failed
PAY001587,ORD001587,USR00895,UPI,3572.68,Success
PAY001588,ORD001588,USR00515,UPI,1038.88,Success
PAY001589,ORD001589,USR00809,Credit Card,146070.96,Success
PAY001590,ORD001590,USR00874,UPI,4121.68,Success
PAY001591,ORD001591,USR00014,Credit Card,7421.2,Success
PAY001592,ORD001592,USR00971,Net Banking,9357.81,Success
PAY001593,ORD001593,USR02135,Credit Card,6837.32,Success
PAY001594,ORD001594,USR01561,UPI,1993.96,Success
PAY001595,ORD001595,USR01325,Credit Card,6864.0,Success
PAY001596,ORD001596,USR01267,Credit Card,9791.2,Success
PAY001597,ORD001597,USR02170,Cash on Delivery,4929.27,Success
PAY001598,ORD001598,USR00750,Debit Card,1439.06,Success
PAY001599,ORD001599,USR00685,Cash on Delivery,11915.52,Success
PAY001600,ORD001600,USR01928,Debit Card,5226.84,Refunded
PAY001601,ORD001601,USR02357,UPI,271378.68,Success
PAY001602,ORD001602,USR00695,Credit Card,165283.12,Success
PAY001603,ORD001603,USR02336,Cash on Delivery,2406.82,Failed
PAY001604,ORD001604,USR00307,Credit Card,2086.88,Success
PAY001605,ORD001605,USR01990,UPI,15795.2,Success
PAY001606,ORD001606,USR00662,Net Banking,6422.0,Refunded
PAY001607,ORD001607,USR00549,Credit Card,3193.77,Success
PAY001608,ORD001608,USR00312,Credit Card,544.9,Success
PAY001609,ORD001609,USR01083,Credit Card,42113.88,Success
PAY001610,ORD001610,USR01738,UPI,589.21,Success
PAY001611,ORD001611,USR00755,Credit Card,14029.66,Success
PAY001612,ORD001612,USR00035,Credit Card,5537.79,Success
PAY001613,ORD001613,USR00445,Debit Card,7302.87,Success
PAY001614,ORD001614,USR02141,Cash on Delivery,13403.84,Success
PAY001615,ORD001615,USR01983,Credit Card,30026.51,Failed
PAY001616,ORD001616,USR01231,Credit Card,5894.32,Failed
PAY001617,ORD001617,USR00353,Credit Card,24404.68,Success
PAY001618,ORD001618,USR00903,Cash on Delivery,5799.96,Success
PAY001619,ORD001619,USR01356,Cash on Delivery,3580.0,Success
PAY001620,ORD001620,USR01749,Cash on Delivery,2086.88,Success
PAY001621,ORD001621,USR00159,Debit Card,4829.72,Success
PAY001622,ORD001622,USR01978,UPI,7753.4,Success
PAY001623,ORD001623,USR00957,UPI,2331.88,Failed
PAY001624,ORD001624,USR02072,UPI,1864.16,Success
PAY001625,ORD001625,USR00404,Credit Card,16176.6,Success
PAY001626,ORD001626,USR00516,Cash on Delivery,9609.71,Pending
PAY001627,ORD001627,USR01388,Cash on Delivery,73250.88,Failed
PAY001628,ORD001628,USR00956,Net Banking,2323.53,Success
PAY001629,ORD001629,USR02200,Net Banking,6108.57,Pending
PAY001630,ORD001630,USR01713,Credit Card,106858.11,Success
PAY001631,ORD001631,USR00608,Cash on Delivery,87893.74,Success
PAY001632,ORD001632,USR02468,Net Banking,1564.49,Success
PAY001633,ORD001633,USR01274,Cash on Delivery,2944.48,Success
PAY001634,ORD001634,USR01536,Credit Card,1298.01,Success
PAY001635,ORD001635,USR02383,Net Banking,169402.44,Refunded
PAY001636,ORD001636,USR01442,Cash on Delivery,3031.58,Success
PAY001637,ORD001637,USR01798,Net Banking,6407.98,Success
PAY001638,ORD001638,USR00295,Net Banking,20757.72,Success
PAY001639,ORD001639,USR00755,Net Banking,432.67,Success
PAY001640,ORD001640,USR01395,Cash on Delivery,1058.86,Failed
PAY001641,ORD001641,USR00186,Credit Card,2748.87,Success
PAY001642,ORD001642,USR01270,Credit Card,20201.48,Failed
PAY001643,ORD001643,USR00637,Net Banking,1101.74,Success
PAY001644,ORD001644,USR01292,UPI,7258.08,Failed
PAY001645,ORD001645,USR00530,Cash on Delivery,3808.56,Success
PAY001646,ORD001646,USR02069,Debit Card,11760.76,Success
PAY001647,ORD001647,USR00794,Credit Card,6837.32,Success
PAY001648,ORD001648,USR02148,Credit Card,61371.56,Success
PAY001649,ORD001649,USR00478,Cash on Delivery,82641.56,Success
PAY001650,ORD001650,USR01623,Net Banking,19073.12,Pending
PAY001651,ORD001651,USR00940,Net Banking,21107.52,Success
PAY001652,ORD001652,USR00526,Debit Card,5327.07,Success
PAY001653,ORD001653,USR02382,UPI,3808.56,Success
PAY001654,ORD001654,USR00002,Debit Card,1437.36,Success
PAY001655,ORD001655,USR00375,Debit Card,714.08,Success
PAY001656,ORD001656,USR02341,Debit Card,268416.24,Success
PAY001657,ORD001657,USR00553,Cash on Delivery,1904.28,Success
PAY001658,ORD001658,USR02366,Net Banking,1479.18,Success
PAY001659,ORD001659,USR01526,Debit Card,3594.18,Success
PAY001660,ORD001660,USR01852,Net Banking,2036.19,Success
PAY001661,ORD001661,USR00381,Debit Card,15342.89,Success
PAY001662,ORD001662,USR01647,Credit Card,9874.26,Refunded
PAY001663,ORD001663,USR00014,UPI,1311.25,Success
PAY001664,ORD001664,USR00504,Net Banking,2185.91,Success
PAY001665,ORD001665,USR02279,Credit Card,182677.02,Success
PAY001666,ORD001666,USR02009,UPI,111473.26,Success
PAY001667,ORD001667,USR00130,Net Banking,2203.48,Refunded
PAY001668,ORD001668,USR00838,Cash on Delivery,10434.0,Refunded
PAY001669,ORD001669,USR02041,UPI,69116.59,Refunded
PAY001670,ORD001670,USR00028,Debit Card,122219.64,Success
PAY001671,ORD001671,USR02114,Cash on Delivery,4501.86,Success
PAY001672,ORD001672,USR01253,Debit Card,184068.69,Success
PAY001673,ORD001673,USR00261,Cash on Delivery,726.49,Success
PAY001674,ORD001674,USR02047,Cash on Delivery,119176.35,Success
PAY001675,ORD001675,USR01473,UPI,8021.84,Success
PAY001676,ORD001676,USR01448,Cash on Delivery,2583.36,Success
PAY001677,ORD001677,USR00460,Cash on Delivery,19700.97,Pending
PAY001678,ORD001678,USR00301,Net Banking,499.26,Success
PAY001679,ORD001679,USR02335,Credit Card,10408.05,Success
PAY001680,ORD001680,USR00630,UPI,1471.03,Success
PAY001681,ORD001681,USR00270,Credit Card,1906.8,Pending
PAY001682,ORD001682,USR01994,Cash on Delivery,25233.6,Refunded
PAY001683,ORD001683,USR01629,Cash on Delivery,2185.91,Success
PAY001684,ORD001684,USR01802,UPI,2005.46,Success
PAY001685,ORD001685,USR00862,UPI,1752.37,Success
PAY001686,ORD001686,USR01281,Credit Card,6607.59,Success
PAY001687,ORD001687,USR02181,UPI,6715.83,Success
PAY001688,ORD001688,USR01800,UPI,1558.32,Pending
PAY001689,ORD001689,USR01707,Cash on Delivery,67513.48,Success
PAY001690,ORD001690,USR02361,Debit Card,146070.96,Success
PAY001691,ORD001691,USR00576,Credit Card,128432.94,Success
PAY001692,ORD001692,USR02004,Credit Card,131772.9,Success
PAY001693,ORD001693,USR01308,Cash on Delivery,3312.54,Success
PAY001694,ORD001694,USR01957,UPI,276891.2,Success
PAY001695,ORD001695,USR02021,Debit Card,206799.33,Success
PAY001696,ORD001696,USR02213,UPI,19073.12,Success
PAY001697,ORD001697,USR02353,Cash on Delivery,24198.04,Success
PAY001698,ORD001698,USR01656,Cash on Delivery,7597.349999999999,Success
PAY001699,ORD001699,USR01580,UPI,978.42,Success
PAY001700,ORD001700,USR01848,UPI,17600.31,Success
PAY001701,ORD001701,USR02204,Net Banking,2027.28,Success
PAY001702,ORD001702,USR01391,Cash on Delivery,519.44,Success
PAY001703,ORD001703,USR01743,Net Banking,7220.460000000001,Success
PAY001704,ORD001704,USR01926,Credit Card,1508.58,Refunded
PAY001705,ORD001705,USR00620,Credit Card,6642.52,Success
PAY001706,ORD001706,USR01275,UPI,1119.63,Success
PAY001707,ORD001707,USR00957,Debit Card,288809.8,Success
PAY001708,ORD001708,USR01940,UPI,1786.34,Success
PAY001709,ORD001709,USR02382,Net Banking,6511.559999999999,Success
PAY001710,ORD001710,USR00969,Debit Card,3846.9,Failed
PAY001711,ORD001711,USR01317,Cash on Delivery,98262.82,Success
PAY001712,ORD001712,USR01044,Debit Card,1178.84,Refunded
PAY001713,ORD001713,USR00282,UPI,4457.25,Success
PAY001714,ORD001714,USR02167,Debit Card,393.12,Success
PAY001715,ORD001715,USR01059,Debit Card,110364.2,Success
PAY001716,ORD001716,USR00198,Credit Card,911.49,Success
PAY001717,ORD001717,USR01083,Credit Card,10468.2,Success
PAY001718,ORD001718,USR01185,Net Banking,1289.44,Failed
PAY001719,ORD001719,USR01009,UPI,6642.52,Failed
PAY001720,ORD001720,USR01230,Cash on Delivery,34762.2,Failed
PAY001721,ORD001721,USR01036,Credit Card,15782.56,Success
PAY001722,ORD001722,USR00490,Cash on Delivery,243569.36,Success
PAY001723,ORD001723,USR00276,Cash on Delivery,14841.12,Success
PAY001724,ORD001724,USR02290,UPI,76449.16,Failed
PAY001725,ORD001725,USR01240,Credit Card,121784.68,Success
PAY001726,ORD001726,USR01275,Cash on Delivery,12713.73,Success
PAY001727,ORD001727,USR00126,Debit Card,129376.98,Success
PAY001728,ORD001728,USR00217,Debit Card,1381.88,Success
PAY001729,ORD001729,USR01209,UPI,137998.56,Success
PAY001730,ORD001730,USR01247,Net Banking,22816.04,Success
PAY001731,ORD001731,USR02475,UPI,85787.81999999999,Success
PAY001732,ORD001732,USR00919,Net Banking,2532.32,Success
PAY001733,ORD001733,USR01318,Cash on Delivery,3609.92,Success
PAY001734,ORD001734,USR02199,Credit Card,24161.83,Success
PAY001735,ORD001735,USR02432,Net Banking,656.58,Success
PAY001736,ORD001736,USR01662,Credit Card,2524.23,Success
PAY001737,ORD001737,USR00308,Debit Card,192330.52,Success
PAY001738,ORD001738,USR01360,UPI,5076.86,Failed
PAY001739,ORD001739,USR01970,Cash on Delivery,5226.84,Success
PAY001740,ORD001740,USR00892,Cash on Delivery,9609.71,Refunded
PAY001741,ORD001741,USR00375,Debit Card,9517.72,Success
PAY001742,ORD001742,USR02034,UPI,7975.84,Success
PAY001743,ORD001743,USR01365,Net Banking,4044.14,Success
PAY001744,ORD001744,USR00129,Credit Card,6295.94,Success
PAY001745,ORD001745,USR01015,Credit Card,1510.81,Pending
PAY001746,ORD001746,USR01800,Credit Card,5712.88,Success
PAY001747,ORD001747,USR01382,Cash on Delivery,342.25,Success
PAY001748,ORD001748,USR00517,UPI,41324.82,Success
PAY001749,ORD001749,USR01519,Credit Card,23791.84,Success
PAY001750,ORD001750,USR00086,Net Banking,1816.08,Success
PAY001751,ORD001751,USR01199,UPI,1142.44,Refunded
PAY001752,ORD001752,USR02359,Debit Card,14786.08,Success
PAY001753,ORD001753,USR01143,Net Banking,1289.44,Pending
PAY001754,ORD001754,USR02475,Debit Card,896.24,Success
PAY001755,ORD001755,USR01994,UPI,1788.18,Refunded
PAY001756,ORD001756,USR02162,UPI,10981.44,Success
PAY001757,ORD001757,USR00303,Credit Card,1264.12,Success
PAY001758,ORD001758,USR00588,Net Banking,3696.52,Success
PAY001759,ORD001759,USR00987,Net Banking,7528.52,Success
PAY001760,ORD001760,USR01864,Credit Card,74512.07,Success
PAY001761,ORD001761,USR00345,Credit Card,6652.44,Success
PAY001762,ORD001762,USR00814,Net Banking,5257.11,Success
PAY001763,ORD001763,USR01988,Debit Card,1428.16,Success
PAY001764,ORD001764,USR01311,Cash on Delivery,3901.35,Success
PAY001765,ORD001765,USR02000,Debit Card,1169.96,Success
PAY001766,ORD001766,USR01678,UPI,12850.8,Success
PAY001767,ORD001767,USR01328,Debit Card,3425.48,Success
PAY001768,ORD001768,USR01093,Credit Card,6040.09,Pending
PAY001769,ORD001769,USR02409,Debit Card,43856.16,Success
PAY001770,ORD001770,USR01010,Cash on Delivery,5173.22,Success
PAY001771,ORD001771,USR00704,Credit Card,95570.79,Success
PAY001772,ORD001772,USR00575,Cash on Delivery,865.34,Failed
PAY001773,ORD001773,USR01609,Debit Card,12591.88,Success
PAY001774,ORD001774,USR01113,UPI,12596.1,Success
PAY001775,ORD001775,USR00688,Net Banking,3312.54,Success
PAY001776,ORD001776,USR00489,Credit Card,6579.99,Success
PAY001777,ORD001777,USR01348,Debit Card,5799.96,Failed
PAY001778,ORD001778,USR00494,Net Banking,6993.64,Success
PAY001779,ORD001779,USR01668,Cash on Delivery,24828.08,Refunded
PAY001780,ORD001780,USR01638,UPI,15782.56,Success
PAY001781,ORD001781,USR00019,UPI,4939.02,Success
PAY001782,ORD001782,USR02445,Net Banking,5327.07,Success
PAY001783,ORD001783,USR01001,Debit Card,60073.93,Pending
PAY001784,ORD001784,USR00851,Debit Card,9756.96,Refunded
PAY001785,ORD001785,USR01389,Net Banking,1860.5,Success
PAY001786,ORD001786,USR01355,Net Banking,2270.45,Failed
PAY001787,ORD001787,USR01368,Cash on Delivery,165283.12,Success
PAY001788,ORD001788,USR00822,Debit Card,98262.82,Success
PAY001789,ORD001789,USR00455,Net Banking,6305.2,Success
PAY001790,ORD001790,USR01625,UPI,167209.89,Pending
PAY001791,ORD001791,USR00711,Credit Card,27276.16,Success
PAY001792,ORD001792,USR02191,Credit Card,955.08,Success
PAY001793,ORD001793,USR00917,Cash on Delivery,1467.63,Success
PAY001794,ORD001794,USR01497,UPI,98104.16,Success
PAY001795,ORD001795,USR01441,UPI,2238.61,Refunded
PAY001796,ORD001796,USR00305,UPI,4022.0,Refunded
PAY001797,ORD001797,USR00736,Credit Card,8167.64,Success
PAY001798,ORD001798,USR02339,Cash on Delivery,550.87,Refunded
PAY001799,ORD001799,USR01964,UPI,1839.6,Success
PAY001800,ORD001800,USR02150,Debit Card,1038.88,Success
PAY001801,ORD001801,USR02010,Cash on Delivery,14682.6,Success
PAY001802,ORD001802,USR00962,Debit Card,544.9,Success
PAY001803,ORD001803,USR01027,UPI,1210.07,Refunded
PAY001804,ORD001804,USR02133,UPI,17855.52,Failed
PAY001805,ORD001805,USR02376,Cash on Delivery,13638.08,Success
PAY001806,ORD001806,USR01474,Debit Card,7850.04,Success
PAY001807,ORD001807,USR01948,Cash on Delivery,4008.99,Success
PAY001808,ORD001808,USR01178,UPI,42500.52,Success
PAY001809,ORD001809,USR00665,UPI,15990.84,Success
PAY001810,ORD001810,USR00012,UPI,11970.66,Failed
PAY001811,ORD001811,USR01157,UPI,2873.42,Pending
PAY001812,ORD001812,USR00304,Debit Card,2015.51,Success
PAY001813,ORD001813,USR01764,Net Banking,2685.0,Failed
PAY001814,ORD001814,USR00043,UPI,6806.09,Success
PAY001815,ORD001815,USR00944,Credit Card,8254.380000000001,Pending
PAY001816,ORD001816,USR02391,Credit Card,15989.08,Success
PAY001817,ORD001817,USR01350,Debit Card,12850.8,Success
PAY001818,ORD001818,USR02412,Credit Card,2600.9,Success
PAY001819,ORD001819,USR00891,Debit Card,1336.33,Success
PAY001820,ORD001820,USR02475,Cash on Delivery,21056.94,Success
PAY001821,ORD001821,USR01005,Net Banking,240902.16,Success
PAY001822,ORD001822,USR00021,Cash on Delivery,1439.06,Success
PAY001823,ORD001823,USR00407,Credit Card,12115.2,Success
PAY001824,ORD001824,USR01015,Cash on Delivery,3861.68,Success
PAY001825,ORD001825,USR00336,Cash on Delivery,2940.19,Success
PAY001826,ORD001826,USR01839,UPI,2290.46,Success
PAY001827,ORD001827,USR01148,UPI,124898.76,Failed
PAY001828,ORD001828,USR02447,Debit Card,1626.64,Pending
PAY001829,ORD001829,USR01828,UPI,240902.16,Success
PAY001830,ORD001830,USR00715,Cash on Delivery,19890.99,Refunded
PAY001831,ORD001831,USR00051,UPI,14261.18,Success
PAY001832,ORD001832,USR00324,Credit Card,8743.64,Failed
PAY001833,ORD001833,USR00789,Credit Card,21920.16,Pending
PAY001834,ORD001834,USR00141,Debit Card,1336.33,Success
PAY001835,ORD001835,USR00470,Net Banking,4096.65,Success
PAY001836,ORD001836,USR00787,Credit Card,31856.93,Pending
PAY001837,ORD001837,USR01826,UPI,2127.94,Success
PAY001838,ORD001838,USR01358,Net Banking,3861.68,Success
PAY001839,ORD001839,USR01917,Net Banking,15702.3,Success
PAY001840,ORD001840,USR00964,Net Banking,3554.34,Pending
PAY001841,ORD001841,USR00373,Net Banking,15887.36,Success
PAY001842,ORD001842,USR01693,UPI,3425.48,Success
PAY001843,ORD001843,USR01180,Credit Card,4054.56,Success
PAY001844,ORD001844,USR02339,Net Banking,1788.18,Success
PAY001845,ORD001845,USR01672,UPI,3455.54,Success
PAY001846,ORD001846,USR00106,Net Banking,6969.12,Success
PAY001847,ORD001847,USR01444,Cash on Delivery,11234.36,Success
PAY001848,ORD001848,USR01682,Cash on Delivery,214452.33,Success
PAY001849,ORD001849,USR00002,Credit Card,294987.48,Failed
PAY001850,ORD001850,USR02138,Net Banking,11439.2,Success
PAY001851,ORD001851,USR00350,Cash on Delivery,15416.16,Success
PAY001852,ORD001852,USR01287,Cash on Delivery,22816.04,Success
PAY001853,ORD001853,USR01063,Cash on Delivery,2021.44,Success
PAY001854,ORD001854,USR02207,Debit Card,11011.95,Success
PAY001855,ORD001855,USR02360,Net Banking,7013.789999999999,Success
PAY001856,ORD001856,USR00445,Cash on Delivery,8579.400000000001,Success
PAY001857,ORD001857,USR02346,Net Banking,2944.48,Pending
PAY001858,ORD001858,USR00952,UPI,95273.64,Success
PAY001859,ORD001859,USR00036,Cash on Delivery,74913.36,Refunded
PAY001860,ORD001860,USR01108,UPI,1607.2,Success
PAY001861,ORD001861,USR01476,Cash on Delivery,8917.8,Success
PAY001862,ORD001862,USR01799,Credit Card,3990.22,Success
PAY001863,ORD001863,USR01846,Cash on Delivery,174318.48,Success
PAY001864,ORD001864,USR01409,Credit Card,6528.900000000001,Failed
PAY001865,ORD001865,USR01196,Debit Card,106864.16,Success
PAY001866,ORD001866,USR01400,Net Banking,6043.24,Success
PAY001867,ORD001867,USR01709,Net Banking,1040.28,Pending
PAY001868,ORD001868,USR01386,UPI,696.16,Failed
PAY001869,ORD001869,USR02189,Debit Card,11895.92,Success
PAY001870,ORD001870,USR01301,UPI,1549.02,Failed
PAY001871,ORD001871,USR01244,UPI,3484.56,Success
PAY001872,ORD001872,USR00521,Debit Card,68933.11,Success
PAY001873,ORD001873,USR01807,Net Banking,5262.8,Success
PAY001874,ORD001874,USR00010,Credit Card,13396.06,Success
PAY001875,ORD001875,USR00984,UPI,1552.0,Success
PAY001876,ORD001876,USR02426,Cash on Delivery,2783.06,Success
PAY001877,ORD001877,USR01657,UPI,13662.92,Success
PAY001878,ORD001878,USR01661,Credit Card,4457.25,Success
PAY001879,ORD001879,USR02200,Cash on Delivery,102488.92,Success
PAY001880,ORD001880,USR00720,Credit Card,358.05,Success
PAY001881,ORD001881,USR01073,UPI,7449.92,Success
PAY001882,ORD001882,USR00859,Credit Card,31842.48,Success
PAY001883,ORD001883,USR01317,UPI,14211.96,Refunded
PAY001884,ORD001884,USR01604,UPI,4407.88,Success
PAY001885,ORD001885,USR00050,Debit Card,7433.67,Failed
PAY001886,ORD001886,USR00146,Cash on Delivery,21622.56,Pending
PAY001887,ORD001887,USR00915,Credit Card,90079.53,Success
PAY001888,ORD001888,USR01463,Debit Card,59087.24,Pending
PAY001889,ORD001889,USR02290,UPI,148991.4,Success
PAY001890,ORD001890,USR00581,Debit Card,19112.29,Pending
PAY001891,ORD001891,USR01585,Credit Card,4255.88,Success
PAY001892,ORD001892,USR00483,UPI,15420.6,Success
PAY001893,ORD001893,USR01250,Debit Card,18314.88,Success
PAY001894,ORD001894,USR00673,Debit Card,668.0,Failed
PAY001895,ORD001895,USR00631,Debit Card,6125.73,Success
PAY001896,ORD001896,USR00662,Net Banking,1742.28,Failed
PAY001897,ORD001897,USR02467,Cash on Delivery,8530.89,Success
PAY001898,ORD001898,USR00988,Net Banking,13304.88,Success
PAY001899,ORD001899,USR01547,Cash on Delivery,284.52,Success
PAY001900,ORD001900,USR00650,Cash on Delivery,14786.68,Success
PAY001901,ORD001901,USR00969,Debit Card,7221.52,Success
PAY001902,ORD001902,USR01101,Credit Card,1628.16,Success
PAY001903,ORD001903,USR00441,Debit Card,1240.02,Success
PAY001904,ORD001904,USR00921,Cash on Delivery,7883.56,Success
PAY001905,ORD001905,USR00770,Net Banking,7205.18,Success
PAY001906,ORD001906,USR01344,Credit Card,134208.12,Success
PAY001907,ORD001907,USR01827,Debit Card,505.5,Success
PAY001908,ORD001908,USR00263,Cash on Delivery,1056.69,Failed
PAY001909,ORD001909,USR01578,UPI,11895.92,Success
PAY001910,ORD001910,USR00999,UPI,717.24,Success
PAY001911,ORD001911,USR00700,UPI,263545.8,Success
PAY001912,ORD001912,USR02350,Cash on Delivery,3212.7,Success
PAY001913,ORD001913,USR01604,Net Banking,9791.2,Failed
PAY001914,ORD001914,USR01242,Net Banking,3256.0,Success
PAY001915,ORD001915,USR01126,Cash on Delivery,32647.93,Success
PAY001916,ORD001916,USR02336,Cash on Delivery,43245.12,Success
PAY001917,ORD001917,USR01191,Credit Card,3749.48,Failed
PAY001918,ORD001918,USR01006,Credit Card,1226.4,Refunded
PAY001919,ORD001919,USR00036,Debit Card,2900.3,Success
PAY001920,ORD001920,USR00744,Debit Card,131883.04,Refunded
PAY001921,ORD001921,USR01765,UPI,5416.14,Success
PAY001922,ORD001922,USR00353,UPI,7336.24,Success
PAY001923,ORD001923,USR01923,Debit Card,155147.88,Failed
PAY001924,ORD001924,USR00073,UPI,7733.28,Success
PAY001925,ORD001925,USR01377,Cash on Delivery,34090.27,Success
PAY001926,ORD001926,USR01915,Debit Card,130721.97,Failed
PAY001927,ORD001927,USR01094,UPI,4309.26,Failed
PAY001928,ORD001928,USR02473,UPI,21107.52,Success
PAY001929,ORD001929,USR00708,Credit Card,7102.76,Success
PAY001930,ORD001930,USR01805,UPI,8254.380000000001,Success
PAY001931,ORD001931,USR00956,Credit Card,7498.96,Success
PAY001932,ORD001932,USR02476,UPI,751.78,Pending
PAY001933,ORD001933,USR00160,Net Banking,76449.16,Success
PAY001934,ORD001934,USR02197,Net Banking,1386.3,Success
PAY001935,ORD001935,USR01736,Net Banking,42698.96,Success
PAY001936,ORD001936,USR01586,UPI,20094.09,Success
PAY001937,ORD001937,USR00067,Net Banking,10111.8,Pending
PAY001938,ORD001938,USR02429,UPI,1164.0,Refunded
PAY001939,ORD001939,USR00058,Net Banking,5443.559999999999,Success
PAY001940,ORD001940,USR00342,UPI,21694.53,Success
PAY001941,ORD001941,USR01154,Net Banking,7105.98,Success
PAY001942,ORD001942,USR01196,Net Banking,2958.36,Success
PAY001943,ORD001943,USR01233,Cash on Delivery,4341.04,Success
PAY001944,ORD001944,USR02402,Debit Card,761.44,Success
PAY001945,ORD001945,USR01495,Net Banking,1030.43,Success
PAY001946,ORD001946,USR01822,Debit Card,7379.51,Success
PAY001947,ORD001947,USR00116,Cash on Delivery,3724.96,Success
PAY001948,ORD001948,USR00662,Credit Card,6579.99,Success
