order_id,user_id,order_date,status
ORD002493,USR00364,2025-06-10,Processing
ORD002494,USR02115,2025-04-08,Shipped
ORD002495,USR00878,2025-12-16,Delivered
ORD002496,USR00014,2025-08-18,Shipped
ORD002497,USR01779,2025-09-12,Shipped
ORD002498,USR00276,2025-05-12,Delivered
ORD002499,USR02010,2025-11-16,Shipped
ORD002500,USR02285,2025-12-26,Cancelled
ORD002501,USR00855,2025-04-04,Delivered
ORD002502,USR00730,2025-07-23,Delivered
ORD002503,USR00159,2025-08-07,Shipped
ORD002504,USR01713,2025-11-21,Cancelled
ORD002505,USR01078,2025-12-03,Delivered
ORD002506,USR01558,2025-04-18,Cancelled
ORD002507,USR02392,2025-03-23,Delivered
ORD002508,USR00962,2025-11-03,Delivered
ORD002509,USR01429,2026-01-15,Cancelled
ORD002510,USR01984,2025-06-12,Delivered
ORD002511,USR02173,2025-08-01,Delivered
ORD002512,USR00738,2025-04-30,Delivered
ORD002513,USR01230,2025-05-18,Cancelled
ORD002514,USR00950,2025-04-05,Delivered
ORD002515,USR01197,2025-08-20,Cancelled
ORD002516,USR01987,2025-09-12,Delivered
ORD002517,USR02008,2025-08-31,Cancelled
ORD002518,USR01607,2025-06-13,Delivered
ORD002519,USR02449,2025-03-29,Delivered
ORD002520,USR01463,2025-03-23,Cancelled
ORD002521,USR02226,2025-07-03,Processing
ORD002522,USR01971,2025-10-18,Processing
ORD002523,USR01211,2025-03-20,Cancelled
ORD002524,USR00396,2025-01-09,Delivered
ORD002525,USR00897,2025-08-03,Delivered
ORD002526,USR00461,2025-02-11,Shipped
ORD002527,USR01177,2025-07-24,Cancelled
ORD002528,USR01719,2025-06-28,Delivered
ORD002529,USR01832,2025-10-05,Delivered
ORD002530,USR01333,2025-02-12,Cancelled
ORD002531,USR01014,2025-03-14,Delivered
ORD002532,USR01741,2025-11-06,Shipped
ORD002533,USR00475,2025-03-10,Delivered
ORD002534,USR00722,2025-01-15,Delivered
ORD002535,USR01904,2025-12-01,Delivered
ORD002536,USR01307,2025-07-08,Delivered
ORD002537,USR00466,2025-10-21,Processing
ORD002538,USR01424,2026-01-07,Delivered
ORD002539,USR01631,2025-03-22,Cancelled
ORD002540,USR00525,2025-03-19,Delivered
ORD002541,USR01982,2025-10-31,Delivered
ORD002542,USR02004,2025-05-27,Delivered
ORD002543,USR02462,2025-03-01,Delivered
ORD002544,USR01688,2025-02-06,Delivered
ORD002545,USR00962,2025-06-15,Processing
ORD002546,USR00119,2026-01-29,Delivered
ORD002547,USR01192,2025-07-30,Delivered
ORD002548,USR01098,2025-04-22,Cancelled
ORD002549,USR02079,2025-01-22,Cancelled
ORD002550,USR00882,2025-03-19,Delivered
ORD002551,USR01676,2025-10-30,Delivered
ORD002552,USR00250,2025-06-12,Cancelled
ORD002553,USR02304,2025-06-11,Delivered
ORD002554,USR01324,2026-01-23,Delivered
ORD002555,USR01072,2025-12-07,Delivered
ORD002556,USR01301,2025-12-25,Delivered
ORD002557,USR01685,2025-10-25,Cancelled
ORD002558,USR01604,2025-07-25,Processing
ORD002559,USR01811,2025-04-30,Delivered
ORD002560,USR01742,2025-08-12,Shipped
ORD002561,USR01633,2025-05-06,Shipped
ORD002562,USR01068,2025-08-26,Delivered
ORD002563,USR00224,2025-12-09,Cancelled
ORD002564,USR01100,2026-01-04,Delivered
ORD002565,USR01989,2025-03-20,Delivered
ORD002566,USR00897,2025-11-27,Cancelled
ORD002567,USR01392,2025-07-29,Cancelled
ORD002568,USR00187,2025-03-30,Processing
ORD002569,USR01264,2025-11-15,Shipped
ORD002570,USR01834,2026-01-06,Cancelled
ORD002571,USR01679,2025-06-01,Delivered
ORD002572,USR00907,2025-12-07,Delivered
ORD002573,USR02345,2026-01-27,Shipped
ORD002574,USR00683,2025-04-03,Delivered
ORD002575,USR02196,2025-01-22,Delivered
ORD002576,USR00845,2025-08-09,Processing
ORD002577,USR00452,2025-07-13,Processing
ORD002578,USR01351,2025-02-08,Delivered
ORD002579,USR00530,2025-06-21,Delivered
ORD002580,USR02478,2025-12-06,Delivered
ORD002581,USR02211,2025-05-13,Shipped
ORD002582,USR00082,2025-11-16,Delivered
ORD002583,USR00087,2025-09-21,Delivered
ORD002584,USR01554,2025-01-14,Processing
ORD002585,USR00370,2025-11-27,Processing
ORD002586,USR01366,2025-12-09,Processing
ORD002587,USR01445,2025-10-10,Cancelled
ORD002588,USR02265,2025-06-23,Delivered
ORD002589,USR00260,2025-02-19,Delivered
ORD002590,USR00202,2025-04-10,Shipped
ORD002591,USR02125,2025-04-15,Delivered
ORD002592,USR00863,2026-01-06,Delivered
ORD002593,USR01484,2025-02-24,Delivered
ORD002594,USR02194,2025-04-25,Cancelled
ORD002595,USR00813,2025-12-02,Delivered
ORD002596,USR00644,2025-10-03,Delivered
ORD002597,USR02195,2026-01-25,Delivered
ORD002598,USR01621,2025-01-21,Delivered
ORD002599,USR00940,2025-01-23,Cancelled
ORD002600,USR01189,2025-05-20,Cancelled
ORD002601,USR00662,2025-10-21,Processing
ORD002602,USR01532,2025-10-01,Delivered
ORD002603,USR01358,2025-04-25,Processing
ORD002604,USR01694,2025-12-27,Delivered
ORD002605,USR00884,2025-03-22,Shipped
ORD002606,USR02265,2025-02-02,Delivered
ORD002607,USR01019,2025-11-25,Cancelled
ORD002608,USR00056,2025-02-12,Delivered
ORD002609,USR00148,2025-04-01,Delivered
ORD002610,USR00083,2025-03-19,Cancelled
ORD002611,USR02157,2025-02-18,Delivered
ORD002612,USR00420,2025-03-30,Delivered
ORD002613,USR02055,2026-02-05,Shipped
ORD002614,USR01630,2025-02-09,Delivered
ORD002615,USR01987,2025-07-10,Processing
ORD002616,USR00174,2026-01-19,Delivered
ORD002617,USR00643,2025-06-01,Delivered
ORD002618,USR01160,2025-09-19,Cancelled
ORD002619,USR01235,2025-12-06,Processing
ORD002620,USR00100,2025-02-27,Processing
ORD002621,USR00943,2025-12-31,Delivered
ORD002622,USR01013,2025-07-10,Delivered
ORD002623,USR00139,2025-10-03,Cancelled
ORD002624,USR01116,2025-03-20,Delivered
ORD002625,USR00507,2025-08-11,Delivered
ORD002626,USR01548,2025-10-06,Shipped
ORD002627,USR01642,2025-08-02,Shipped
ORD002628,USR00538,2025-10-02,Cancelled
ORD002629,USR01106,2025-09-13,Shipped
ORD002630,USR00348,2025-07-25,Shipped
ORD002631,USR00314,2025-06-02,Processing
ORD002632,USR00303,2025-01-05,Cancelled
ORD002633,USR02067,2025-02-23,Shipped
ORD002634,USR01702,2026-01-26,Processing
ORD002635,USR00083,2025-10-26,Delivered
ORD002636,USR00061,2025-02-26,Delivered
ORD002637,USR02219,2025-09-29,Processing
ORD002638,USR02478,2025-06-17,Delivered
ORD002639,USR00622,2025-05-15,Delivered
ORD002640,USR00392,2025-10-12,Delivered
ORD002641,USR02410,2025-10-03,Processing
ORD002642,USR01603,2025-01-30,Shipped
ORD002643,USR00796,2025-07-19,Delivered
ORD002644,USR02481,2025-06-08,Processing
ORD002645,USR01279,2025-06-06,Delivered
ORD002646,USR01326,2026-01-20,Delivered
ORD002647,USR01742,2025-03-10,Delivered
ORD002648,USR02099,2025-12-11,Cancelled
ORD002649,USR00096,2025-01-01,Processing
ORD002650,USR01238,2025-01-22,Delivered
ORD002651,USR01123,2025-07-18,Processing
ORD002652,USR01880,2025-04-01,Cancelled
ORD002653,USR00831,2025-10-19,Delivered
ORD002654,USR00409,2025-09-15,Processing
ORD002655,USR01083,2025-09-12,Delivered
ORD002656,USR02361,2025-08-15,Delivered
ORD002657,USR01931,2025-11-23,Delivered
ORD002658,USR01543,2025-09-26,Delivered
ORD002659,USR01193,2025-09-03,Cancelled
ORD002660,USR01760,2025-05-06,Cancelled
ORD002661,USR00382,2025-06-10,Delivered
ORD002662,USR00911,2025-09-24,Delivered
ORD002663,USR01665,2025-06-17,Delivered
ORD002664,USR02298,2026-02-02,Shipped
ORD002665,USR01141,2026-01-13,Shipped
ORD002666,USR01980,2025-07-18,Cancelled
ORD002667,USR01165,2025-11-23,Delivered
ORD002668,USR02185,2025-07-25,Processing
ORD002669,USR02076,2025-05-25,Cancelled
ORD002670,USR01002,2025-07-24,Delivered
ORD002671,USR01567,2026-01-19,Delivered
ORD002672,USR00071,2025-06-09,Shipped
ORD002673,USR02036,2026-02-01,Delivered
ORD002674,USR01613,2026-01-17,Delivered
ORD002675,USR01527,2025-03-02,Delivered
ORD002676,USR02239,2025-11-02,Cancelled
ORD002677,USR00444,2025-08-11,Processing
ORD002678,USR01853,2026-01-06,Processing
ORD002679,USR00918,2025-03-08,Processing
ORD002680,USR02367,2025-04-22,Delivered
ORD002681,USR00102,2025-06-01,Delivered
ORD002682,USR01628,2025-12-04,Delivered
ORD002683,USR00951,2025-04-03,Delivered
ORD002684,USR01832,2025-02-27,Shipped
ORD002685,USR01515,2025-11-09,Delivered
ORD002686,USR01953,2025-03-14,Delivered
ORD002687,USR02307,2026-01-02,Cancelled
ORD002688,USR00447,2025-08-12,Processing
ORD002689,USR01273,2025-03-16,Shipped
ORD002690,USR01362,2025-04-02,Shipped
ORD002691,USR00589,2025-02-08,Processing
ORD002692,USR00343,2025-04-09,Delivered
ORD002693,USR00391,2025-04-04,Cancelled
ORD002694,USR02298,2025-01-09,Delivered
ORD002695,USR00694,2025-06-06,Processing
ORD002696,USR00851,2025-12-20,Shipped
ORD002697,USR02007,2025-02-02,Delivered
ORD002698,USR02431,2025-01-24,Delivered
ORD002699,USR01024,2025-05-26,Delivered
ORD002700,USR00344,2025-03-25,Delivered
ORD002701,USR00579,2025-11-10,Delivered
ORD002702,USR01652,2025-05-10,Cancelled
ORD002703,USR01940,2025-09-30,Processing
ORD002704,USR02144,2025-04-22,Delivered
ORD002705,USR02321,2025-02-27,Shipped
ORD002706,USR00953,2025-05-25,Processing
ORD002707,USR00242,2026-01-11,Delivered
ORD002708,USR02022,2025-09-06,Processing
ORD002709,USR01033,2025-09-19,Delivered
ORD002710,USR01687,2025-10-18,Delivered
ORD002711,USR01276,2026-01-31,Delivered
ORD002712,USR01384,2025-12-25,Shipped
ORD002713,USR00617,2025-02-27,Delivered
ORD002714,USR00150,2025-02-16,Delivered
ORD002715,USR01317,2025-08-30,Delivered
ORD002716,USR02316,2025-11-11,Delivered
ORD002717,USR02453,2025-08-17,Processing
ORD002718,USR01666,2025-03-20,Delivered
ORD002719,USR00023,2026-01-25,Delivered
ORD002720,USR01099,2025-07-28,Processing
ORD002721,USR00857,2025-10-29,Cancelled
ORD002722,USR02304,2025-11-09,Processing
ORD002723,USR02002,2025-11-01,Processing
ORD002724,USR02235,2025-11-10,Delivered
ORD002725,USR02048,2025-05-23,Processing
ORD002726,USR01283,2025-10-22,Delivered
ORD002727,USR00966,2025-12-20,Shipped
ORD002728,USR01319,2025-09-27,Cancelled
ORD002729,USR01890,2025-02-19,Delivered
ORD002730,USR01979,2025-11-30,Delivered
ORD002731,USR02108,2025-03-24,Processing
ORD002732,USR02273,2025-09-21,Shipped
ORD002733,USR00334,2025-12-24,Processing
ORD002734,USR00431,2025-04-12,Shipped
ORD002735,USR01744,2025-02-26,Delivered
ORD002736,USR00318,2026-01-12,Delivered
ORD002737,USR01539,2025-10-09,Delivered
ORD002738,USR00522,2025-01-11,Delivered
ORD002739,USR00056,2025-01-30,Processing
ORD002740,USR00664,2025-04-23,Delivered
ORD002741,USR02130,2025-08-10,Shipped
ORD002742,USR00498,2025-08-05,Shipped
ORD002743,USR00681,2025-07-29,Delivered
ORD002744,USR00809,2025-01-11,Delivered
ORD002745,USR01793,2026-01-13,Delivered
ORD002746,USR00466,2025-12-19,Shipped
ORD002747,USR00160,2026-01-17,Delivered
ORD002748,USR01738,2025-03-28,Processing
ORD002749,USR02029,2025-12-28,Processing
ORD002750,USR00700,2025-01-02,Delivered
ORD002751,USR02149,2025-02-01,Delivered
ORD002752,USR01996,2025-01-03,Delivered
ORD002753,USR00573,2025-06-28,Processing
ORD002754,USR02241,2025-04-11,Processing
ORD002755,USR01713,2026-01-18,Delivered
ORD002756,USR01636,2025-03-24,Delivered
ORD002757,USR00038,2025-10-04,Delivered
ORD002758,USR01216,2025-06-22,Processing
ORD002759,USR00482,2025-04-10,Processing
ORD002760,USR01784,2025-10-06,Shipped
ORD002761,USR01206,2025-07-22,Delivered
ORD002762,USR01111,2025-04-07,Delivered
ORD002763,USR02141,2025-02-19,Delivered
ORD002764,USR01321,2025-01-02,Cancelled
ORD002765,USR01523,2025-06-14,Cancelled
ORD002766,USR02310,2025-11-20,Processing
ORD002767,USR00680,2025-01-24,Cancelled
ORD002768,USR00580,2025-06-17,Shipped
ORD002769,USR01189,2025-04-02,Cancelled
ORD002770,USR02144,2025-05-19,Shipped
ORD002771,USR00838,2025-05-06,Processing
ORD002772,USR01521,2025-09-29,Shipped
ORD002773,USR02128,2025-05-01,Shipped
ORD002774,USR02477,2025-10-09,Shipped
ORD002775,USR01030,2025-12-30,Processing
ORD002776,USR01934,2025-01-01,Processing
ORD002777,USR01896,2025-07-01,Processing
ORD002778,USR00863,2025-10-11,Processing
ORD002779,USR01353,2025-12-19,Delivered
ORD002780,USR00555,2025-03-24,Shipped
ORD002781,USR00673,2025-08-02,Delivered
ORD002782,USR02148,2025-11-12,Shipped
ORD002783,USR01941,2025-03-29,Cancelled
ORD002784,USR00041,2025-12-04,Delivered
ORD002785,USR01302,2026-02-03,Shipped
ORD002786,USR01706,2025-10-17,Cancelled
ORD002787,USR00735,2026-01-28,Cancelled
ORD002788,USR00616,2025-11-10,Delivered
ORD002789,USR01928,2025-02-01,Shipped
ORD002790,USR00275,2025-01-31,Processing
ORD002791,USR00023,2025-08-19,Delivered
ORD002792,USR01278,2025-07-23,Delivered
ORD002793,USR00769,2025-10-01,Delivered
ORD002794,USR00817,2025-12-24,Processing
ORD002795,USR00385,2025-08-10,Shipped
ORD002796,USR02203,2025-03-25,Delivered
ORD002797,USR01879,2025-08-23,Delivered
ORD002798,USR01356,2026-01-23,Delivered
ORD002799,USR00388,2025-08-12,Delivered
ORD002800,USR00251,2025-05-05,Processing
ORD002801,USR01920,2025-04-27,Delivered
ORD002802,USR02435,2025-04-01,Cancelled
ORD002803,USR00641,2025-10-12,Shipped
ORD002804,USR00274,2025-04-16,Delivered
ORD002805,USR01436,2025-09-14,Delivered
ORD002806,USR02291,2025-11-09,Shipped
ORD002807,USR00926,2025-07-17,Shipped
ORD002808,USR01413,2025-12-11,Delivered
ORD002809,USR00058,2025-04-15,Shipped
ORD002810,USR00790,2025-04-20,Shipped
ORD002811,USR01125,2025-09-05,Cancelled
ORD002812,USR01165,2025-07-28,Delivered
ORD002813,USR01746,2026-01-18,Delivered
ORD002814,USR02394,2025-02-12,Cancelled
ORD002815,USR01253,2025-09-16,Delivered
ORD002816,USR01505,2025-06-22,Delivered
ORD002817,USR01652,2025-11-22,Processing
ORD002818,USR01044,2025-02-28,Cancelled
ORD002819,USR02299,2025-11-20,Processing
ORD002820,USR02217,2025-10-05,Shipped
ORD002821,USR00830,2026-01-20,Delivered
ORD002822,USR00318,2026-01-29,Cancelled
ORD002823,USR02428,2025-07-26,Delivered
ORD002824,USR00625,2025-04-01,Shipped
ORD002825,USR00422,2025-07-23,Shipped
ORD002826,USR00887,2025-08-21,Cancelled
ORD002827,USR01147,2025-02-23,Delivered
ORD002828,USR00731,2025-05-07,Delivered
ORD002829,USR01077,2025-08-11,Processing
ORD002830,USR02309,2025-10-10,Cancelled
ORD002831,USR00420,2025-06-06,Cancelled
ORD002832,USR00519,2026-02-02,Delivered
ORD002833,USR02140,2025-02-25,Delivered
ORD002834,USR02406,2025-01-01,Delivered
ORD002835,USR01569,2025-02-08,Cancelled
ORD002836,USR01353,2025-04-08,Delivered
ORD002837,USR02358,2025-03-21,Delivered
ORD002838,USR02426,2025-12-06,Processing
ORD002839,USR02478,2025-09-16,Cancelled
ORD002840,USR01136,2025-03-22,Shipped
ORD002841,USR01940,2025-04-13,Processing
ORD002842,USR00858,2025-04-26,Processing
ORD002843,USR00689,2026-01-03,Delivered
ORD002844,USR00011,2025-11-08,Delivered
ORD002845,USR00950,2025-03-20,Delivered
ORD002846,USR00887,2025-02-20,Delivered
ORD002847,USR00375,2025-12-11,Delivered
ORD002848,USR00601,2025-10-04,Cancelled
ORD002849,USR00588,2025-09-18,Delivered
ORD002850,USR00676,2026-01-10,Shipped
ORD002851,USR01948,2025-04-25,Shipped
ORD002852,USR00002,2025-06-28,Cancelled
ORD002853,USR01325,2025-04-06,Processing
ORD002854,USR00319,2025-08-25,Delivered
ORD002855,USR00214,2026-01-13,Shipped
ORD002856,USR00562,2025-11-04,Delivered
ORD002857,USR02096,2026-01-08,Delivered
ORD002858,USR01801,2025-02-02,Delivered
ORD002859,USR01743,2025-09-28,Delivered
ORD002860,USR01933,2025-09-02,Cancelled
ORD002861,USR01340,2025-06-16,Cancelled
ORD002862,USR01240,2025-12-29,Delivered
ORD002863,USR02050,2026-01-27,Delivered
ORD002864,USR00481,2026-01-12,Processing
ORD002865,USR00987,2025-12-25,Shipped
ORD002866,USR02295,2025-01-11,Delivered
ORD002867,USR01611,2025-07-27,Shipped
ORD002868,USR01546,2025-09-04,Cancelled
ORD002869,USR01580,2025-09-10,Processing
ORD002870,USR01944,2025-07-17,Processing
ORD002871,USR01455,2025-02-18,Delivered
ORD002872,USR01277,2025-11-30,Delivered
ORD002873,USR02139,2025-01-23,Shipped
ORD002874,USR01299,2025-08-05,Delivered
ORD002875,USR02174,2026-01-22,Delivered
ORD002876,USR00321,2025-11-19,Delivered
ORD002877,USR02480,2026-01-06,Delivered
ORD002878,USR00877,2025-07-09,Delivered
ORD002879,USR00681,2025-10-25,Delivered
ORD002880,USR01138,2025-03-27,Cancelled
ORD002881,USR00586,2025-01-04,Delivered
ORD002882,USR01791,2025-11-22,Processing
ORD002883,USR02296,2025-10-03,Delivered
ORD002884,USR01809,2025-09-25,Cancelled
ORD002885,USR02008,2025-02-21,Shipped
ORD002886,USR01027,2025-12-01,Shipped
ORD002887,USR00493,2025-05-17,Cancelled
ORD002888,USR02286,2025-05-07,Delivered
ORD002889,USR01784,2026-01-30,Shipped
ORD002890,USR01427,2025-02-08,Delivered
ORD002891,USR00730,2025-11-15,Processing
ORD002892,USR00104,2025-03-07,Delivered
ORD002893,USR01498,2025-08-28,Cancelled
ORD002894,USR01910,2025-11-07,Shipped
ORD002895,USR01418,2025-08-16,Delivered
ORD002896,USR01738,2025-07-29,Processing
ORD002897,USR00876,2025-03-01,Cancelled
ORD002898,USR02293,2025-08-24,Delivered
ORD002899,USR00783,2025-09-15,Processing
ORD002900,USR01567,2025-12-22,Delivered
ORD002901,USR01533,2025-02-26,Cancelled
ORD002902,USR00734,2025-06-30,Shipped
ORD002903,USR00044,2025-10-31,Processing
ORD002904,USR00803,2025-08-03,Delivered
ORD002905,USR01811,2025-10-24,Cancelled
ORD002906,USR01479,2025-10-01,Shipped
ORD002907,USR02155,2025-11-26,Delivered
ORD002908,USR00799,2025-05-07,Delivered
ORD002909,USR00023,2025-10-05,Processing
ORD002910,USR02402,2025-12-21,Delivered
ORD002911,USR01272,2025-06-03,Delivered
ORD002912,USR01346,2025-06-29,Delivered
ORD002913,USR00386,2025-12-05,Cancelled
ORD002914,USR01511,2025-09-12,Delivered
ORD002915,USR01040,2025-04-02,Delivered
ORD002916,USR02060,2026-01-12,Delivered
ORD002917,USR00054,2025-12-12,Delivered
ORD002918,USR02486,2025-01-09,Shipped
ORD002919,USR01119,2026-01-02,Processing
ORD002920,USR00138,2026-01-10,Processing
ORD002921,USR01127,2025-03-19,Shipped
ORD002922,USR01961,2025-12-26,Processing
ORD002923,USR01632,2025-07-20,Delivered
ORD002924,USR00180,2025-07-12,Delivered
ORD002925,USR01037,2025-07-08,Processing
ORD002926,USR01124,2025-12-23,Cancelled
ORD002927,USR00235,2025-07-24,Delivered
ORD002928,USR02344,2025-10-01,Delivered
ORD002929,USR00125,2025-07-16,Delivered
ORD002930,USR01929,2026-01-27,Cancelled
ORD002931,USR02489,2025-03-29,Processing
ORD002932,USR01862,2025-11-10,Delivered
ORD002933,USR02009,2025-07-01,Delivered
ORD002934,USR00712,2025-10-22,Cancelled
ORD002935,USR01940,2025-02-18,Shipped
ORD002936,USR02235,2025-03-12,Shipped
ORD002937,USR00426,2025-06-15,Delivered
ORD002938,USR00157,2025-08-18,Processing
ORD002939,USR01514,2025-04-15,Shipped
ORD002940,USR00119,2025-06-07,Shipped
ORD002941,USR00628,2025-11-12,Delivered
ORD002942,USR00725,2025-09-17,Delivered
ORD002943,USR00540,2025-10-31,Shipped
ORD002944,USR00340,2025-10-17,Delivered
ORD002945,USR01719,2025-03-25,Shipped
ORD002946,USR00490,2025-06-25,Delivered
ORD002947,USR00230,2025-06-16,Delivered
ORD002948,USR01817,2025-04-25,Delivered
ORD002949,USR00256,2025-11-05,Cancelled
ORD002950,USR01288,2025-05-20,Shipped
ORD002951,USR00400,2025-12-10,Delivered
ORD002952,USR02229,2025-08-11,Delivered
ORD002953,USR01137,2025-11-18,Delivered
ORD002954,USR00796,2025-11-22,Cancelled
ORD002955,USR00069,2025-01-05,Delivered
ORD002956,USR01363,2026-01-27,Delivered
ORD002957,USR01297,2025-08-16,Cancelled
ORD002958,USR00694,2026-01-13,Processing
ORD002959,USR02404,2025-06-02,Delivered
ORD002960,USR01501,2025-03-11,Shipped
ORD002961,USR02115,2025-10-24,Processing
ORD002962,USR00059,2025-11-08,Processing
ORD002963,USR01652,2025-01-12,Shipped
ORD002964,USR01706,2025-08-16,Cancelled
ORD002965,USR00252,2025-05-18,Cancelled
ORD002966,USR00267,2025-11-18,Cancelled
ORD002967,USR00791,2025-09-01,Delivered
ORD002968,USR02055,2025-03-15,Delivered
ORD002969,USR00605,2026-01-27,Delivered
ORD002970,USR01093,2025-11-13,Processing
ORD002971,USR00344,2025-07-30,Delivered
ORD002972,USR00707,2025-08-05,Cancelled
ORD002973,USR01817,2025-10-30,Delivered
ORD002974,USR00183,2025-06-05,Delivered
ORD002975,USR01129,2025-02-02,Delivered
ORD002976,USR02493,2026-01-27,Delivered
ORD002977,USR00814,2025-08-13,Shipped
ORD002978,USR02071,2025-10-21,Cancelled
ORD002979,USR01677,2025-11-13,Shipped
ORD002980,USR00709,2025-07-22,Delivered
ORD002981,USR00014,2025-09-06,Shipped
ORD002982,USR01275,2025-01-12,Cancelled
ORD002983,USR01122,2025-10-15,Cancelled
ORD002984,USR02297,2025-01-02,Delivered
ORD002985,USR01437,2025-10-11,Shipped
ORD002986,USR00483,2026-02-05,Delivered
ORD002987,USR01399,2025-11-01,Delivered
ORD002988,USR01910,2025-08-23,Shipped
ORD002989,USR02328,2025-06-07,Delivered
ORD002990,USR00353,2025-12-18,Delivered
ORD002991,USR02320,2025-12-15,Delivered
ORD002992,USR01897,2025-09-12,Shipped
ORD002993,USR00362,2025-05-11,Shipped
ORD002994,USR00477,2025-10-14,Shipped
ORD002995,USR00371,2025-06-30,Delivered
ORD002996,USR00748,2025-12-18,Cancelled
ORD002997,USR00354,2025-11-13,Shipped
ORD002998,USR00761,2025-10-20,Delivered
ORD002999,USR01301,2025-05-26,Shipped
ORD003000,USR02422,2025-07-27,Delivered
ORD003001,USR00083,2025-05-22,Shipped
ORD003002,USR00694,2025-02-08,Shipped
ORD003003,USR00043,2025-09-18,Processing
ORD003004,USR00891,2025-04-10,Delivered
ORD003005,USR01535,2025-11-08,Cancelled
ORD003006,USR01886,2025-09-16,Delivered
ORD003007,USR00333,2025-06-04,Processing
ORD003008,USR01011,2025-02-27,Processing
ORD003009,USR01261,2025-07-30,Processing
ORD003010,USR00783,2025-08-25,Processing
ORD003011,USR00544,2025-05-05,Shipped
ORD003012,USR01272,2025-05-28,Shipped
ORD003013,USR00219,2025-08-23,Delivered
ORD003014,USR01554,2025-09-23,Shipped
ORD003015,USR01176,2025-11-19,Delivered
ORD003016,USR00730,2025-06-25,Processing
ORD003017,USR01143,2025-04-16,Delivered
ORD003018,USR00576,2025-07-24,Cancelled
ORD003019,USR02315,2026-01-11,Delivered
ORD003020,USR01293,2025-10-25,Cancelled
ORD003021,USR01696,2025-10-02,Delivered
ORD003022,USR00926,2025-10-01,Delivered
ORD003023,USR00772,2025-02-24,Processing
ORD003024,USR01118,2025-07-14,Cancelled
ORD003025,USR00817,2025-05-30,Delivered
ORD003026,USR00726,2026-02-02,Delivered
ORD003027,USR01209,2025-10-27,Processing
ORD003028,USR01063,2025-10-01,Delivered
ORD003029,USR01801,2025-01-15,Delivered
ORD003030,USR01084,2025-05-16,Shipped
ORD003031,USR00379,2025-05-29,Cancelled
ORD003032,USR02007,2025-06-11,Shipped
ORD003033,USR01455,2025-01-06,Delivered
ORD003034,USR02371,2025-11-06,Delivered
ORD003035,USR01490,2025-03-27,Delivered
ORD003036,USR01429,2025-12-06,Shipped
ORD003037,USR02143,2025-11-24,Shipped
ORD003038,USR01842,2025-09-21,Shipped
ORD003039,USR00699,2025-07-21,Shipped
ORD003040,USR00151,2025-01-06,Processing
ORD003041,USR02398,2025-06-17,Shipped
ORD003042,USR01580,2025-03-29,Delivered
ORD003043,USR00638,2025-03-02,Delivered
ORD003044,USR02204,2025-01-17,Delivered
ORD003045,USR02330,2025-03-25,Delivered
ORD003046,USR00863,2025-07-24,Delivered
ORD003047,USR01778,2025-03-13,Shipped
ORD003048,USR01421,2025-08-23,Shipped
ORD003049,USR01183,2025-01-21,Shipped
ORD003050,USR00850,2025-07-23,Delivered
ORD003051,USR01402,2025-07-24,Delivered
ORD003052,USR02064,2025-05-29,Delivered
ORD003053,USR02260,2025-10-11,Processing
ORD003054,USR01102,2025-11-05,Shipped
ORD003055,USR00372,2025-02-01,Delivered
ORD003056,USR02103,2025-01-10,Delivered
ORD003057,USR00864,2025-10-06,Delivered
ORD003058,USR01058,2025-04-02,Delivered
ORD003059,USR00894,2025-05-19,Delivered
ORD003060,USR01916,2025-10-01,Delivered
ORD003061,USR01069,2025-05-10,Shipped
ORD003062,USR00129,2025-07-03,Delivered
ORD003063,USR00473,2025-09-24,Cancelled
ORD003064,USR02118,2025-02-23,Delivered
ORD003065,USR00764,2026-01-30,Delivered
ORD003066,USR01947,2025-04-24,Processing
ORD003067,USR00573,2025-01-01,Processing
ORD003068,USR01914,2025-10-12,Delivered
ORD003069,USR02404,2025-10-04,Delivered
ORD003070,USR01323,2025-10-21,Cancelled
ORD003071,USR01525,2025-10-12,Cancelled
ORD003072,USR02310,2025-04-08,Delivered
ORD003073,USR01548,2025-12-07,Processing
ORD003074,USR02411,2025-01-22,Delivered
ORD003075,USR00139,2025-06-18,Cancelled
ORD003076,USR01321,2025-09-05,Delivered
ORD003077,USR00429,2025-06-06,Shipped
ORD003078,USR01470,2025-12-08,Delivered
ORD003079,USR00033,2025-10-04,Shipped
ORD003080,USR00651,2025-10-10,Delivered
ORD003081,USR01727,2025-05-02,Cancelled
ORD003082,USR01948,2025-11-13,Processing
ORD003083,USR01371,2025-11-01,Delivered
ORD003084,USR01380,2026-01-13,Delivered
ORD003085,USR00411,2025-08-31,Cancelled
ORD003086,USR00767,2025-05-15,Delivered
ORD003087,USR01467,2026-01-16,Cancelled
ORD003088,USR01255,2025-02-24,Delivered
ORD003089,USR00667,2025-10-11,Delivered
ORD003090,USR01913,2025-06-27,Delivered
ORD003091,USR02240,2025-08-01,Processing
ORD003092,USR00763,2025-05-02,Delivered
ORD003093,USR00090,2025-01-08,Cancelled
ORD003094,USR01799,2025-03-18,Cancelled
ORD003095,USR01870,2025-08-17,Shipped
ORD003096,USR02432,2025-07-09,Delivered
ORD003097,USR02360,2025-01-07,Delivered
ORD003098,USR01782,2025-01-25,Delivered
ORD003099,USR01636,2025-01-01,Delivered
ORD003100,USR01940,2025-04-19,Delivered
