log_id,product_id,change_quantity,log_type,log_date
LOG001601,PROD0233,33,Return,2025-01-21
LOG001602,PROD0015,9,Stock Out,2025-05-08
LOG001603,PROD0295,10,Stock In,2025-08-14
LOG001604,PROD0082,18,Stock Out,2025-12-21
LOG001605,PROD0447,23,Stock In,2025-07-05
LOG001606,PROD0277,2,Stock Out,2025-04-22
LOG001607,PROD0278,12,Return,2025-07-04
LOG001608,PROD0449,46,Stock In,2025-06-26
LOG001609,PROD0298,22,Return,2025-03-10
LOG001610,PROD0108,39,Return,2025-06-17
LOG001611,PROD0025,6,Stock In,2025-06-21
LOG001612,PROD0163,12,Stock Out,2025-08-15
LOG001613,PROD0300,38,Stock Out,2025-06-26
LOG001614,PROD0313,34,Stock In,2025-01-09
LOG001615,PROD0227,31,Stock Out,2025-11-02
LOG001616,PROD0185,46,Return,2025-05-07
LOG001617,PROD0162,14,Return,2025-07-24
LOG001618,PROD0303,34,Stock Out,2025-11-13
LOG001619,PROD0183,18,Stock In,2026-01-09
LOG001620,PROD0392,19,Stock Out,2025-03-14
LOG001621,PROD0322,22,Stock Out,2025-07-15
LOG001622,PROD0034,6,Stock In,2025-12-24
LOG001623,PROD0068,18,Return,2025-11-15
LOG001624,PROD0039,39,Return,2025-12-14
LOG001625,PROD0397,49,Stock Out,2025-05-20
LOG001626,PROD0088,16,Stock Out,2025-01-05
LOG001627,PROD0453,7,Stock In,2025-10-08
LOG001628,PROD0257,35,Return,2026-01-28
LOG001629,PROD0206,33,Stock Out,2026-02-04
LOG001630,PROD0422,22,Return,2026-01-18
LOG001631,PROD0343,28,Stock Out,2025-10-09
LOG001632,PROD0299,6,Stock In,2025-02-23
LOG001633,PROD0280,25,Stock Out,2025-03-21
LOG001634,PROD0423,47,Stock In,2025-07-02
LOG001635,PROD0079,50,Stock Out,2025-11-25
LOG001636,PROD0407,39,Stock In,2025-02-04
LOG001637,PROD0374,43,Return,2025-06-04
LOG001638,PROD0021,31,Stock Out,2025-12-29
LOG001639,PROD0422,49,Return,2025-04-30
LOG001640,PROD0087,7,Stock In,2025-04-30
LOG001641,PROD0186,44,Return,2025-09-16
LOG001642,PROD0150,41,Stock In,2025-05-06
LOG001643,PROD0083,12,Stock In,2025-02-06
LOG001644,PROD0024,20,Stock Out,2025-02-02
LOG001645,PROD0010,17,Return,2025-02-15
LOG001646,PROD0115,19,Stock In,2025-01-23
LOG001647,PROD0044,15,Stock Out,2025-10-26
LOG001648,PROD0175,15,Return,2025-03-02
LOG001649,PROD0012,36,Stock In,2025-06-17
LOG001650,PROD0254,9,Stock In,2026-01-18
LOG001651,PROD0258,33,Return,2025-09-09
LOG001652,PROD0483,22,Stock In,2025-03-04
LOG001653,PROD0018,19,Stock In,2025-01-17
LOG001654,PROD0045,24,Stock Out,2025-04-16
LOG001655,PROD0390,36,Return,2025-01-21
LOG001656,PROD0176,12,Stock In,2025-01-18
LOG001657,PROD0204,43,Stock Out,2025-01-03
LOG001658,PROD0043,26,Stock Out,2025-01-30
LOG001659,PROD0207,12,Stock Out,2025-03-05
LOG001660,PROD0369,30,Return,2025-09-16
LOG001661,PROD0391,5,Return,2025-01-28
LOG001662,PROD0465,22,Return,2025-09-03
LOG001663,PROD0130,35,Return,2025-07-15
LOG001664,PROD0337,36,Stock In,2025-05-21
LOG001665,PROD0357,10,Stock Out,2025-11-23
LOG001666,PROD0061,44,Return,2025-03-14
LOG001667,PROD0106,39,Return,2025-06-18
LOG001668,PROD0041,44,Stock Out,2025-01-19
LOG001669,PROD0338,27,Stock Out,2026-01-18
LOG001670,PROD0279,8,Stock Out,2025-09-29
LOG001671,PROD0141,49,Stock In,2025-11-22
LOG001672,PROD0258,6,Stock Out,2025-01-13
LOG001673,PROD0343,34,Return,2025-06-15
LOG001674,PROD0489,23,Return,2025-12-01
LOG001675,PROD0019,2,Stock In,2025-12-31
LOG001676,PROD0103,12,Return,2025-12-03
LOG001677,PROD0067,8,Return,2025-02-21
LOG001678,PROD0260,30,Stock In,2025-03-09
LOG001679,PROD0076,32,Stock In,2025-01-17
LOG001680,PROD0064,4,Stock Out,2025-09-30
LOG001681,PROD0449,45,Stock Out,2025-10-08
LOG001682,PROD0377,49,Stock Out,2025-02-26
LOG001683,PROD0146,15,Return,2025-10-24
LOG001684,PROD0500,4,Stock Out,2025-01-15
LOG001685,PROD0409,23,Return,2026-01-06
LOG001686,PROD0467,18,Return,2025-08-29
LOG001687,PROD0065,17,Stock In,2025-08-13
LOG001688,PROD0249,50,Stock Out,2025-07-22
LOG001689,PROD0249,23,Return,2025-01-27
LOG001690,PROD0500,42,Return,2025-04-01
LOG001691,PROD0280,37,Return,2025-09-18
LOG001692,PROD0041,19,Stock Out,2025-07-03
LOG001693,PROD0018,2,Stock Out,2025-01-13
LOG001694,PROD0257,26,Stock Out,2025-07-09
LOG001695,PROD0145,19,Stock Out,2025-07-09
LOG001696,PROD0468,24,Return,2026-01-15
LOG001697,PROD0218,8,Stock In,2025-07-02
LOG001698,PROD0277,9,Stock Out,2025-12-04
LOG001699,PROD0459,21,Stock Out,2026-02-01
LOG001700,PROD0130,36,Stock Out,2025-09-17
LOG001701,PROD0341,7,Stock Out,2025-01-24
LOG001702,PROD0075,41,Return,2025-10-26
LOG001703,PROD0171,20,Return,2025-02-17
LOG001704,PROD0056,19,Return,2025-12-05
LOG001705,PROD0467,22,Return,2025-09-14
LOG001706,PROD0197,17,Stock Out,2025-07-18
LOG001707,PROD0278,10,Stock Out,2025-03-12
LOG001708,PROD0110,12,Stock Out,2025-03-30
LOG001709,PROD0458,4,Return,2025-04-23
LOG001710,PROD0379,16,Return,2025-03-10
LOG001711,PROD0052,19,Stock Out,2025-10-30
LOG001712,PROD0010,2,Stock Out,2025-12-31
LOG001713,PROD0441,47,Return,2025-05-31
LOG001714,PROD0281,20,Stock In,2025-08-07
LOG001715,PROD0152,1,Return,2025-09-10
LOG001716,PROD0487,8,Stock Out,2025-07-27
LOG001717,PROD0204,5,Return,2025-07-27
LOG001718,PROD0177,41,Stock In,2025-12-07
LOG001719,PROD0196,14,Stock Out,2025-09-29
LOG001720,PROD0348,49,Return,2025-08-27
LOG001721,PROD0136,20,Stock Out,2025-06-04
LOG001722,PROD0322,39,Stock In,2025-10-27
LOG001723,PROD0365,40,Stock Out,2025-07-21
LOG001724,PROD0094,32,Stock In,2026-02-01
LOG001725,PROD0099,26,Stock In,2025-12-16
LOG001726,PROD0091,11,Stock In,2026-01-26
LOG001727,PROD0159,9,Stock In,2025-12-17
LOG001728,PROD0376,17,Stock Out,2025-02-05
LOG001729,PROD0476,23,Stock In,2025-07-01
LOG001730,PROD0446,46,Return,2025-05-10
LOG001731,PROD0190,25,Return,2025-01-15
LOG001732,PROD0463,36,Stock In,2026-02-01
LOG001733,PROD0129,48,Stock In,2025-06-30
LOG001734,PROD0472,32,Return,2025-09-10
LOG001735,PROD0166,33,Stock In,2025-03-06
LOG001736,PROD0438,47,Stock Out,2025-04-14
LOG001737,PROD0131,45,Return,2025-09-02
LOG001738,PROD0045,7,Stock Out,2025-06-04
LOG001739,PROD0362,43,Return,2025-10-09
LOG001740,PROD0414,45,Return,2025-06-27
LOG001741,PROD0311,2,Return,2025-04-17
LOG001742,PROD0042,21,Stock Out,2026-01-30
LOG001743,PROD0107,19,Stock Out,2025-02-03
LOG001744,PROD0410,2,Return,2025-04-02
LOG001745,PROD0174,19,Return,2025-01-08
LOG001746,PROD0401,29,Return,2025-12-05
LOG001747,PROD0152,33,Stock Out,2025-09-21
LOG001748,PROD0190,38,Stock In,2025-01-12
LOG001749,PROD0369,20,Stock In,2025-11-27
LOG001750,PROD0157,41,Return,2025-04-13
LOG001751,PROD0095,13,Stock Out,2025-04-13
LOG001752,PROD0096,38,Stock In,2025-05-09
LOG001753,PROD0227,12,Stock In,2025-09-21
LOG001754,PROD0073,33,Stock In,2025-11-22
LOG001755,PROD0206,13,Stock In,2025-04-28
LOG001756,PROD0058,39,Stock Out,2025-05-06
LOG001757,PROD0281,9,Stock Out,2026-01-13
LOG001758,PROD0438,33,Stock Out,2025-04-07
LOG001759,PROD0125,22,Stock In,2025-09-25
LOG001760,PROD0073,42,Return,2025-12-17
LOG001761,PROD0270,15,Return,2026-01-18
LOG001762,PROD0158,34,Stock Out,2025-11-08
LOG001763,PROD0372,31,Stock In,2026-02-03
LOG001764,PROD0283,1,Stock In,2025-04-07
LOG001765,PROD0290,14,Return,2025-02-10
LOG001766,PROD0452,32,Stock Out,2025-09-10
LOG001767,PROD0433,21,Stock Out,2025-08-29
LOG001768,PROD0103,1,Return,2025-12-07
LOG001769,PROD0471,43,Return,2025-02-06
LOG001770,PROD0457,30,Return,2025-05-02
LOG001771,PROD0182,31,Stock Out,2025-08-15
LOG001772,PROD0290,42,Return,2026-01-30
LOG001773,PROD0300,11,Stock Out,2025-11-09
LOG001774,PROD0334,32,Return,2026-01-29
LOG001775,PROD0258,38,Stock Out,2025-05-28
LOG001776,PROD0192,38,Stock In,2025-11-03
LOG001777,PROD0058,1,Return,2025-09-25
LOG001778,PROD0031,36,Stock Out,2025-03-02
LOG001779,PROD0391,33,Stock Out,2025-01-26
LOG001780,PROD0047,43,Stock In,2025-12-25
LOG001781,PROD0234,7,Stock Out,2025-07-25
LOG001782,PROD0241,1,Return,2025-05-03
LOG001783,PROD0034,37,Stock Out,2025-06-07
LOG001784,PROD0064,7,Stock In,2025-03-25
LOG001785,PROD0143,8,Return,2025-03-26
LOG001786,PROD0222,29,Return,2025-12-18
LOG001787,PROD0230,26,Stock Out,2025-04-17
LOG001788,PROD0073,9,Stock Out,2025-09-16
LOG001789,PROD0440,44,Stock In,2026-01-13
LOG001790,PROD0203,25,Return,2025-05-17
LOG001791,PROD0486,42,Stock Out,2025-09-23
LOG001792,PROD0162,16,Return,2025-08-01
LOG001793,PROD0476,47,Stock In,2025-01-03
LOG001794,PROD0373,31,Stock Out,2025-10-15
LOG001795,PROD0241,33,Stock In,2025-10-27
LOG001796,PROD0310,40,Stock In,2025-03-01
LOG001797,PROD0098,12,Stock In,2026-02-03
LOG001798,PROD0256,41,Stock In,2025-03-07
LOG001799,PROD0091,1,Stock Out,2025-08-13
LOG001800,PROD0487,3,Stock In,2025-02-06
LOG001801,PROD0365,7,Stock In,2025-07-29
LOG001802,PROD0377,44,Return,2025-01-25
LOG001803,PROD0054,1,Stock In,2025-01-18
LOG001804,PROD0284,39,Return,2025-04-22
LOG001805,PROD0378,6,Stock Out,2025-01-07
LOG001806,PROD0245,38,Stock In,2025-05-09
LOG001807,PROD0435,20,Stock In,2026-01-09
LOG001808,PROD0377,2,Stock In,2025-09-20
LOG001809,PROD0249,38,Stock In,2026-01-29
LOG001810,PROD0334,50,Stock In,2025-08-29
LOG001811,PROD0128,13,Return,2025-05-24
LOG001812,PROD0180,50,Stock Out,2025-04-14
LOG001813,PROD0316,47,Stock Out,2026-01-14
LOG001814,PROD0185,47,Return,2025-10-30
LOG001815,PROD0351,27,Stock In,2025-02-28
LOG001816,PROD0005,50,Stock Out,2025-09-21
LOG001817,PROD0260,33,Return,2025-04-26
LOG001818,PROD0142,21,Return,2025-08-29
LOG001819,PROD0363,8,Stock Out,2025-01-10
LOG001820,PROD0457,16,Stock In,2025-07-25
LOG001821,PROD0357,18,Stock In,2025-08-26
LOG001822,PROD0306,39,Stock In,2026-02-04
LOG001823,PROD0115,35,Stock In,2025-03-07
LOG001824,PROD0446,11,Stock In,2025-07-06
LOG001825,PROD0195,32,Stock In,2025-06-21
LOG001826,PROD0148,13,Return,2025-05-10
LOG001827,PROD0222,18,Stock In,2025-12-12
LOG001828,PROD0195,39,Stock Out,2025-10-15
LOG001829,PROD0313,9,Stock In,2025-02-11
LOG001830,PROD0208,41,Stock In,2025-06-05
LOG001831,PROD0020,37,Stock Out,2025-10-14
LOG001832,PROD0059,44,Return,2025-02-05
LOG001833,PROD0499,20,Return,2025-01-01
LOG001834,PROD0246,17,Stock In,2025-01-21
LOG001835,PROD0157,27,Stock Out,2025-02-21
LOG001836,PROD0003,43,Stock Out,2025-03-30
LOG001837,PROD0290,17,Return,2025-10-28
LOG001838,PROD0195,44,Return,2025-10-05
LOG001839,PROD0423,14,Return,2025-02-22
LOG001840,PROD0193,47,Stock Out,2025-07-03
LOG001841,PROD0217,38,Return,2026-01-31
LOG001842,PROD0094,39,Stock Out,2025-11-19
LOG001843,PROD0079,18,Stock In,2025-09-21
LOG001844,PROD0128,19,Stock Out,2025-01-19
LOG001845,PROD0138,40,Stock Out,2025-04-01
LOG001846,PROD0485,46,Stock In,2025-10-28
LOG001847,PROD0213,46,Stock In,2025-10-24
LOG001848,PROD0065,39,Stock Out,2025-09-14
LOG001849,PROD0294,43,Stock Out,2025-01-16
LOG001850,PROD0377,31,Return,2025-05-18
LOG001851,PROD0351,34,Stock In,2025-03-06
LOG001852,PROD0231,3,Stock Out,2025-11-03
LOG001853,PROD0305,19,Stock In,2026-01-01
LOG001854,PROD0058,35,Stock In,2025-06-04
LOG001855,PROD0170,5,Return,2025-07-05
LOG001856,PROD0061,1,Stock Out,2025-07-12
LOG001857,PROD0364,39,Stock Out,2025-03-22
LOG001858,PROD0371,4,Return,2025-12-28
LOG001859,PROD0135,23,Stock In,2025-12-01
LOG001860,PROD0099,28,Stock In,2026-01-05
LOG001861,PROD0014,23,Return,2025-09-27
LOG001862,PROD0309,20,Stock Out,2026-01-10
LOG001863,PROD0378,25,Stock In,2025-02-28
LOG001864,PROD0039,15,Stock Out,2025-10-15
LOG001865,PROD0453,27,Stock In,2025-12-18
LOG001866,PROD0255,17,Stock Out,2025-04-03
LOG001867,PROD0384,6,Return,2025-08-17
LOG001868,PROD0378,39,Stock In,2025-07-19
LOG001869,PROD0230,40,Return,2025-03-14
LOG001870,PROD0462,48,Stock Out,2025-05-27
LOG001871,PROD0322,27,Return,2025-04-27
LOG001872,PROD0282,27,Stock In,2025-12-16
LOG001873,PROD0479,41,Stock Out,2025-06-03
LOG001874,PROD0282,19,Stock Out,2025-01-11
LOG001875,PROD0462,24,Stock Out,2025-05-23
LOG001876,PROD0432,24,Return,2025-06-26
LOG001877,PROD0470,42,Stock Out,2025-10-13
LOG001878,PROD0460,18,Return,2026-01-20
LOG001879,PROD0365,47,Return,2025-05-02
LOG001880,PROD0463,15,Return,2025-06-03
LOG001881,PROD0381,27,Stock In,2025-06-08
LOG001882,PROD0213,41,Return,2025-08-01
LOG001883,PROD0458,50,Stock Out,2026-01-04
LOG001884,PROD0362,32,Stock In,2025-02-24
LOG001885,PROD0002,8,Return,2025-02-04
LOG001886,PROD0004,4,Stock In,2025-03-22
LOG001887,PROD0313,32,Stock Out,2025-12-10
LOG001888,PROD0107,31,Stock Out,2025-09-05
LOG001889,PROD0312,1,Stock Out,2025-09-16
LOG001890,PROD0042,8,Stock Out,2025-10-19
LOG001891,PROD0322,31,Stock Out,2025-06-19
LOG001892,PROD0219,29,Stock In,2025-07-21
LOG001893,PROD0063,4,Stock Out,2025-09-02
LOG001894,PROD0254,6,Stock Out,2025-06-27
LOG001895,PROD0277,33,Stock In,2025-04-27
LOG001896,PROD0395,7,Return,2025-10-10
LOG001897,PROD0451,47,Stock Out,2025-06-17
LOG001898,PROD0498,12,Return,2025-10-19
LOG001899,PROD0219,15,Return,2025-02-28
LOG001900,PROD0054,18,Stock Out,2025-10-31
LOG001901,PROD0019,44,Stock Out,2026-01-09
LOG001902,PROD0214,20,Stock In,2025-02-24
LOG001903,PROD0368,44,Stock In,2025-03-07
LOG001904,PROD0129,27,Stock In,2025-09-22
LOG001905,PROD0304,25,Return,2025-01-28
LOG001906,PROD0184,22,Stock Out,2025-10-13
LOG001907,PROD0156,36,Stock Out,2026-01-31
LOG001908,PROD0139,37,Stock In,2025-02-20
LOG001909,PROD0043,5,Return,2025-08-10
LOG001910,PROD0220,12,Return,2025-01-07
LOG001911,PROD0290,13,Stock In,2025-01-13
LOG001912,PROD0096,42,Return,2025-04-15
LOG001913,PROD0416,35,Stock In,2025-06-06
LOG001914,PROD0492,31,Stock Out,2025-08-14
LOG001915,PROD0104,6,Return,2025-05-13
LOG001916,PROD0337,38,Stock Out,2025-07-29
LOG001917,PROD0268,30,Return,2025-05-26
LOG001918,PROD0035,12,Stock In,2025-11-12
LOG001919,PROD0444,30,Stock In,2025-11-23
LOG001920,PROD0482,26,Stock In,2025-04-06
LOG001921,PROD0069,39,Stock Out,2025-11-25
LOG001922,PROD0305,30,Stock In,2025-10-23
LOG001923,PROD0349,26,Return,2025-11-27
LOG001924,PROD0349,31,Stock Out,2025-01-04
LOG001925,PROD0400,49,Return,2025-05-08
LOG001926,PROD0028,34,Stock Out,2025-06-20
LOG001927,PROD0135,50,Return,2025-01-29
LOG001928,PROD0072,18,Return,2025-07-02
LOG001929,PROD0376,8,Return,2025-10-24
LOG001930,PROD0051,43,Return,2025-08-14
LOG001931,PROD0145,10,Stock Out,2025-05-04
LOG001932,PROD0366,16,Return,2026-01-25
LOG001933,PROD0029,8,Return,2025-09-16
LOG001934,PROD0481,22,Stock Out,2025-05-15
LOG001935,PROD0269,25,Stock In,2025-10-04
LOG001936,PROD0011,7,Return,2026-01-03
LOG001937,PROD0052,5,Return,2025-01-16
LOG001938,PROD0236,40,Return,2025-04-09
LOG001939,PROD0160,45,Return,2025-12-19
LOG001940,PROD0463,15,Stock Out,2025-12-09
LOG001941,PROD0264,15,Stock In,2025-04-01
LOG001942,PROD0423,18,Return,2025-02-11
LOG001943,PROD0107,35,Stock Out,2025-08-02
LOG001944,PROD0269,20,Stock Out,2025-03-12
LOG001945,PROD0488,26,Stock In,2025-02-27
LOG001946,PROD0417,15,Stock In,2025-07-06
LOG001947,PROD0497,50,Stock Out,2026-01-12
LOG001948,PROD0112,29,Stock In,2025-12-24
LOG001949,PROD0218,4,Return,2025-12-23
LOG001950,PROD0046,44,Return,2025-10-22
LOG001951,PROD0080,3,Return,2025-09-09
LOG001952,PROD0356,18,Return,2025-06-13
LOG001953,PROD0265,45,Return,2025-10-23
LOG001954,PROD0062,17,Stock Out,2025-01-16
LOG001955,PROD0113,46,Stock In,2025-04-12
LOG001956,PROD0072,27,Stock Out,2025-12-31
LOG001957,PROD0236,18,Stock In,2025-04-13
LOG001958,PROD0330,49,Return,2025-01-15
LOG001959,PROD0147,49,Stock In,2025-03-16
LOG001960,PROD0321,47,Stock In,2025-05-10
LOG001961,PROD0345,7,Stock Out,2025-04-03
LOG001962,PROD0267,38,Stock Out,2025-04-21
LOG001963,PROD0031,35,Return,2025-10-16
LOG001964,PROD0254,43,Stock Out,2026-01-01
LOG001965,PROD0112,45,Return,2025-02-05
LOG001966,PROD0381,1,Stock Out,2025-01-09
LOG001967,PROD0350,34,Stock In,2025-11-14
LOG001968,PROD0002,5,Stock Out,2025-11-30
LOG001969,PROD0146,24,Stock In,2025-10-21
LOG001970,PROD0443,25,Stock Out,2025-11-06
LOG001971,PROD0213,20,Stock In,2026-01-16
LOG001972,PROD0364,16,Stock Out,2025-03-22
LOG001973,PROD0113,38,Return,2025-08-30
LOG001974,PROD0488,46,Return,2025-05-20
LOG001975,PROD0246,11,Stock Out,2025-12-12
LOG001976,PROD0158,7,Stock Out,2025-09-25
LOG001977,PROD0235,7,Stock Out,2025-09-02
LOG001978,PROD0178,38,Return,2026-01-03
LOG001979,PROD0100,12,Return,2025-02-23
LOG001980,PROD0136,7,Return,2025-01-07
LOG001981,PROD0344,14,Stock In,2025-12-07
LOG001982,PROD0104,15,Stock Out,2025-05-14
LOG001983,PROD0165,4,Return,2025-09-15
LOG001984,PROD0256,40,Stock In,2026-01-06
LOG001985,PROD0469,8,Return,2025-07-04
LOG001986,PROD0478,50,Return,2025-07-29
LOG001987,PROD0211,40,Stock Out,2025-01-30
LOG001988,PROD0004,45,Return,2026-01-08
LOG001989,PROD0191,4,Stock Out,2025-07-26
LOG001990,PROD0134,25,Return,2025-12-07
LOG001991,PROD0029,32,Stock Out,2025-06-03
LOG001992,PROD0400,29,Stock In,2025-07-18
LOG001993,PROD0462,17,Stock In,2025-07-25
LOG001994,PROD0045,25,Stock In,2025-08-30
LOG001995,PROD0191,33,Stock In,2025-04-16
LOG001996,PROD0011,46,Return,2025-02-17
LOG001997,PROD0105,4,Stock In,2025-09-28
LOG001998,PROD0188,13,Stock In,2025-10-03
LOG001999,PROD0127,39,Stock In,2025-03-04
LOG002000,PROD0499,1,Return,2025-11-08
LOG002001,PROD0466,31,Return,2025-02-11
LOG002002,PROD0306,41,Stock In,2025-03-19
LOG002003,PROD0129,23,Return,2025-08-05
LOG002004,PROD0440,27,Stock Out,2026-01-18
LOG002005,PROD0354,8,Return,2025-04-02
LOG002006,PROD0383,6,Return,2025-03-06
LOG002007,PROD0488,15,Stock Out,2025-01-04
LOG002008,PROD0476,33,Stock In,2025-05-15
LOG002009,PROD0098,43,Stock Out,2025-06-26
LOG002010,PROD0397,45,Return,2025-03-18
LOG002011,PROD0100,41,Stock In,2025-05-10
LOG002012,PROD0267,37,Stock In,2025-06-28
LOG002013,PROD0394,3,Return,2025-04-15
LOG002014,PROD0484,43,Return,2025-03-14
LOG002015,PROD0344,43,Stock In,2025-06-03
LOG002016,PROD0391,20,Stock In,2025-05-19
LOG002017,PROD0143,48,Return,2025-06-02
LOG002018,PROD0061,4,Return,2025-02-28
LOG002019,PROD0385,27,Stock Out,2025-11-13
LOG002020,PROD0299,10,Return,2025-01-22
LOG002021,PROD0155,27,Stock In,2025-09-16
LOG002022,PROD0298,32,Return,2025-12-01
LOG002023,PROD0165,20,Stock Out,2025-07-23
LOG002024,PROD0486,49,Stock Out,2025-06-15
LOG002025,PROD0212,38,Return,2025-08-03
LOG002026,PROD0111,6,Stock In,2025-06-28
LOG002027,PROD0386,29,Stock Out,2025-08-17
LOG002028,PROD0251,18,Stock Out,2025-05-19
LOG002029,PROD0475,45,Stock In,2025-05-06
LOG002030,PROD0281,24,Stock Out,2025-05-06
LOG002031,PROD0030,21,Return,2025-03-05
LOG002032,PROD0236,19,Stock In,2025-10-16
LOG002033,PROD0145,27,Stock Out,2026-01-13
LOG002034,PROD0412,33,Return,2025-01-17
LOG002035,PROD0187,6,Return,2025-08-07
LOG002036,PROD0035,22,Stock Out,2025-11-01
LOG002037,PROD0177,39,Return,2025-01-11
LOG002038,PROD0324,21,Stock In,2025-02-23
LOG002039,PROD0471,29,Stock Out,2025-07-20
LOG002040,PROD0318,26,Stock In,2025-03-03
LOG002041,PROD0288,40,Stock Out,2025-06-04
LOG002042,PROD0205,27,Return,2025-05-07
LOG002043,PROD0341,11,Stock Out,2025-09-23
LOG002044,PROD0170,23,Stock In,2025-01-13
LOG002045,PROD0396,33,Stock Out,2025-07-20
LOG002046,PROD0338,25,Return,2025-02-18
LOG002047,PROD0228,27,Return,2025-02-02
LOG002048,PROD0119,44,Return,2025-11-28
LOG002049,PROD0435,25,Stock In,2025-09-21
LOG002050,PROD0042,13,Stock Out,2025-05-20
LOG002051,PROD0238,48,Return,2025-08-16
LOG002052,PROD0403,3,Return,2025-03-03
LOG002053,PROD0301,17,Return,2025-01-12
LOG002054,PROD0289,47,Stock Out,2025-09-01
LOG002055,PROD0277,38,Stock In,2025-01-25
LOG002056,PROD0376,28,Stock In,2025-07-05
LOG002057,PROD0488,44,Stock Out,2025-06-06
LOG002058,PROD0186,25,Return,2025-12-11
LOG002059,PROD0389,47,Stock Out,2026-01-16
LOG002060,PROD0052,7,Stock Out,2025-04-01
LOG002061,PROD0152,35,Stock In,2025-04-26
LOG002062,PROD0225,41,Stock Out,2026-01-07
LOG002063,PROD0217,4,Return,2025-01-06
LOG002064,PROD0076,15,Return,2025-04-21
LOG002065,PROD0052,10,Stock Out,2026-01-30
LOG002066,PROD0088,2,Stock Out,2026-01-08
LOG002067,PROD0092,23,Stock In,2025-08-15
LOG002068,PROD0286,14,Stock In,2025-12-17
LOG002069,PROD0199,47,Stock Out,2025-05-17
LOG002070,PROD0208,4,Stock Out,2026-02-04
LOG002071,PROD0495,25,Stock Out,2025-12-26
LOG002072,PROD0175,20,Return,2025-04-24
LOG002073,PROD0491,37,Return,2025-04-01
LOG002074,PROD0039,3,Stock Out,2025-08-30
LOG002075,PROD0222,33,Return,2025-06-24
LOG002076,PROD0049,22,Stock In,2026-02-01
LOG002077,PROD0211,33,Stock In,2025-04-24
LOG002078,PROD0211,45,Stock Out,2025-02-18
LOG002079,PROD0030,48,Stock In,2025-08-26
LOG002080,PROD0046,30,Stock Out,2025-02-24
LOG002081,PROD0437,37,Stock Out,2025-08-26
LOG002082,PROD0328,17,Stock In,2026-01-05
LOG002083,PROD0308,6,Stock In,2025-02-02
LOG002084,PROD0358,49,Stock Out,2025-06-28
LOG002085,PROD0099,20,Return,2025-04-19
LOG002086,PROD0032,33,Return,2025-08-20
LOG002087,PROD0357,3,Return,2025-02-22
LOG002088,PROD0199,2,Return,2025-06-06
LOG002089,PROD0121,34,Stock In,2025-09-23
LOG002090,PROD0201,14,Stock In,2025-09-13
LOG002091,PROD0009,2,Stock In,2025-05-26
LOG002092,PROD0098,10,Return,2025-03-17
LOG002093,PROD0026,47,Stock In,2025-09-01
LOG002094,PROD0142,41,Stock In,2025-01-14
LOG002095,PROD0269,18,Return,2025-11-23
LOG002096,PROD0065,36,Stock Out,2025-07-13
LOG002097,PROD0034,45,Stock Out,2025-06-22
LOG002098,PROD0405,35,Stock Out,2025-06-15
LOG002099,PROD0005,49,Return,2025-02-21
LOG002100,PROD0071,30,Return,2026-01-12
LOG002101,PROD0113,27,Stock In,2025-01-26
LOG002102,PROD0196,19,Return,2025-12-10
LOG002103,PROD0420,25,Return,2025-10-09
LOG002104,PROD0272,6,Stock Out,2025-07-21
LOG002105,PROD0326,6,Return,2025-12-19
LOG002106,PROD0489,15,Stock In,2025-06-11
LOG002107,PROD0303,11,Return,2025-05-29
LOG002108,PROD0307,37,Stock Out,2025-09-06
LOG002109,PROD0481,34,Return,2026-01-19
LOG002110,PROD0048,36,Return,2025-02-13
LOG002111,PROD0273,14,Return,2025-06-28
LOG002112,PROD0294,14,Stock Out,2025-05-01
LOG002113,PROD0086,15,Stock In,2025-11-29
LOG002114,PROD0323,28,Stock In,2025-11-16
LOG002115,PROD0241,8,Return,2025-10-27
LOG002116,PROD0421,27,Return,2025-06-19
LOG002117,PROD0350,29,Stock Out,2026-01-23
LOG002118,PROD0448,48,Stock Out,2025-03-18
LOG002119,PROD0249,38,Return,2025-07-30
LOG002120,PROD0182,4,Return,2025-05-15
LOG002121,PROD0423,2,Stock Out,2025-10-16
LOG002122,PROD0225,31,Stock In,2025-04-30
LOG002123,PROD0304,41,Stock In,2026-01-05
LOG002124,PROD0007,48,Return,2025-04-25
LOG002125,PROD0335,5,Stock Out,2025-02-17
LOG002126,PROD0417,6,Return,2025-07-22
LOG002127,PROD0454,48,Return,2025-07-16
LOG002128,PROD0196,31,Stock In,2025-02-04
LOG002129,PROD0004,29,Stock Out,2025-09-06
LOG002130,PROD0401,46,Stock Out,2025-12-08
LOG002131,PROD0099,22,Stock In,2025-06-03
LOG002132,PROD0372,33,Stock In,2025-02-03
LOG002133,PROD0075,2,Stock Out,2025-05-21
LOG002134,PROD0010,11,Stock In,2025-11-11
LOG002135,PROD0291,47,Stock In,2025-12-06
LOG002136,PROD0311,7,Stock In,2025-11-14
LOG002137,PROD0046,35,Stock In,2025-03-15
LOG002138,PROD0173,34,Return,2025-06-02
LOG002139,PROD0415,50,Return,2025-07-30
LOG002140,PROD0082,13,Stock Out,2025-05-30
LOG002141,PROD0041,18,Stock Out,2026-01-30
LOG002142,PROD0170,12,Return,2025-08-16
LOG002143,PROD0295,43,Stock In,2025-02-03
LOG002144,PROD0491,37,Return,2025-03-13
LOG002145,PROD0175,3,Stock In,2025-02-21
