review_id,user_id,product_id,rating,comment
REV002475,USR02317,PROD0389,4,Nice design.
REV002476,USR00491,PROD0242,3,"Expected better, but fine."
REV002477,USR01360,PROD0189,4,"Works well, satisfied."
REV002478,USR01520,PROD0272,1,Extremely bad.
REV002479,USR00412,PROD0353,4,"Good quality, but delivery was a bit slow."
REV002480,USR01316,PROD0235,2,Not worth the money.
REV002481,USR00710,PROD0259,1,Extremely bad.
REV002482,USR00431,PROD0025,5,Perfect fit and quality.
REV002483,USR02411,PROD0237,2,Disappointed with the product.
REV002484,USR02168,PROD0232,3,Okay okay product.
REV002485,USR00800,PROD0199,4,"Good quality, but delivery was a bit slow."
REV002486,USR01672,PROD0228,3,"Expected better, but fine."
REV002487,USR00581,PROD0226,4,"Works well, satisfied."
REV002488,USR00876,PROD0341,5,Highly recommended.
REV002489,USR00114,PROD0181,1,Extremely bad.
REV002490,USR02195,PROD0277,3,Average quality.
REV002491,USR00330,PROD0124,4,"Good quality, but delivery was a bit slow."
REV002492,USR01894,PROD0057,4,"Good quality, but delivery was a bit slow."
REV002493,USR00579,PROD0105,4,Decent product for the price.
REV002494,USR01631,PROD0345,1,"Horrible quality, do not buy."
REV002495,USR00072,PROD0350,2,Defective piece received.
REV002496,USR01972,PROD0326,1,Worst product ever!
REV002497,USR01762,PROD0048,3,"Expected better, but fine."
REV002498,USR00364,PROD0074,3,"Expected better, but fine."
REV002499,USR00514,PROD0302,4,Good product.
REV002500,USR01132,PROD0251,2,Defective piece received.
REV002501,USR00528,PROD0262,5,Perfect fit and quality.
REV002502,USR00206,PROD0186,5,"Super fast delivery, love it!"
REV002503,USR01265,PROD0489,2,"Not good, quality is poor."
REV002504,USR01058,PROD0172,5,Value for money.
REV002505,USR00312,PROD0079,4,Decent product for the price.
REV002506,USR01363,PROD0296,5,Highly recommended.
REV002507,USR01615,PROD0219,5,Perfect fit and quality.
REV002508,USR02222,PROD0136,3,"It's fine, nothing special."
REV002509,USR00559,PROD0269,5,Excellent product!
REV002510,USR00246,PROD0342,4,Good product.
REV002511,USR01932,PROD0316,4,Nice design.
REV002512,USR00633,PROD0333,2,Disappointed with the product.
REV002513,USR01983,PROD0112,1,"Horrible quality, do not buy."
REV002514,USR02437,PROD0302,4,Nice design.
REV002515,USR02331,PROD0282,1,"Broken item received, completely waste."
REV002516,USR02331,PROD0259,5,Perfect fit and quality.
REV002517,USR01204,PROD0408,1,Extremely bad.
REV002518,USR02342,PROD0353,4,"Works well, satisfied."
REV002519,USR01140,PROD0357,1,"Horrible quality, do not buy."
REV002520,USR00228,PROD0321,4,Good product.
REV002521,USR00494,PROD0447,4,"Good quality, but delivery was a bit slow."
REV002522,USR02114,PROD0209,2,Defective piece received.
REV002523,USR02136,PROD0064,5,Highly recommended.
REV002524,USR02366,PROD0448,3,Average quality.
REV002525,USR00714,PROD0362,5,Excellent product!
REV002526,USR01578,PROD0059,4,Good product.
REV002527,USR01738,PROD0489,4,Decent product for the price.
REV002528,USR00744,PROD0105,1,Waste of money.
REV002529,USR02360,PROD0302,4,"Works well, satisfied."
REV002530,USR00936,PROD0184,4,Decent product for the price.
REV002531,USR01562,PROD0166,5,Highly recommended.
REV002532,USR01843,PROD0140,5,Highly recommended.
REV002533,USR01032,PROD0118,4,"Works well, satisfied."
REV002534,USR00231,PROD0147,3,Average quality.
REV002535,USR02076,PROD0030,4,"Good quality, but delivery was a bit slow."
REV002536,USR01702,PROD0167,1,"Horrible quality, do not buy."
REV002537,USR01507,PROD0138,1,"Horrible quality, do not buy."
REV002538,USR01679,PROD0452,1,Extremely bad.
REV002539,USR00159,PROD0338,5,"Super fast delivery, love it!"
REV002540,USR00128,PROD0345,4,Good product.
REV002541,USR00676,PROD0041,2,Disappointed with the product.
REV002542,USR00733,PROD0206,4,"Good quality, but delivery was a bit slow."
REV002543,USR02387,PROD0423,3,Average experience.
REV002544,USR01401,PROD0338,4,Nice design.
REV002545,USR02011,PROD0095,1,Extremely bad.
REV002546,USR00102,PROD0167,2,Defective piece received.
REV002547,USR00915,PROD0484,1,Worst product ever!
REV002548,USR01223,PROD0185,2,Not worth the money.
REV002549,USR02419,PROD0364,1,"Horrible quality, do not buy."
REV002550,USR00786,PROD0284,4,"Good quality, but delivery was a bit slow."
REV002551,USR01420,PROD0029,2,Defective piece received.
REV002552,USR01536,PROD0404,1,"Horrible quality, do not buy."
REV002553,USR00869,PROD0417,4,Good product.
REV002554,USR01107,PROD0263,4,Decent product for the price.
REV002555,USR00482,PROD0442,4,Nice design.
REV002556,USR01946,PROD0476,2,"Not good, quality is poor."
REV002557,USR01593,PROD0037,5,Perfect fit and quality.
REV002558,USR00243,PROD0388,4,"Works well, satisfied."
REV002559,USR01968,PROD0254,1,"Broken item received, completely waste."
REV002560,USR02454,PROD0432,5,Highly recommended.
REV002561,USR02138,PROD0359,2,Bad experience.
REV002562,USR02014,PROD0259,1,"Broken item received, completely waste."
REV002563,USR01612,PROD0206,4,"Works well, satisfied."
REV002564,USR01948,PROD0306,3,"Expected better, but fine."
REV002565,USR02439,PROD0249,2,Not worth the money.
REV002566,USR02495,PROD0245,4,"Good quality, but delivery was a bit slow."
REV002567,USR00996,PROD0466,3,"It's fine, nothing special."
REV002568,USR01716,PROD0346,4,"Works well, satisfied."
REV002569,USR02263,PROD0077,5,Value for money.
REV002570,USR02500,PROD0387,5,Highly recommended.
REV002571,USR00508,PROD0281,4,"Good quality, but delivery was a bit slow."
REV002572,USR02457,PROD0274,4,"Works well, satisfied."
REV002573,USR01468,PROD0498,5,Value for money.
REV002574,USR00767,PROD0485,4,Decent product for the price.
REV002575,USR00182,PROD0234,1,Worst product ever!
REV002576,USR02401,PROD0393,5,Highly recommended.
REV002577,USR02169,PROD0116,1,Waste of money.
REV002578,USR01263,PROD0222,1,Waste of money.
REV002579,USR01542,PROD0015,3,Okay okay product.
REV002580,USR01003,PROD0187,4,Good product.
REV002581,USR01166,PROD0054,2,Disappointed with the product.
REV002582,USR02016,PROD0396,5,Excellent product!
REV002583,USR01823,PROD0040,4,Good product.
REV002584,USR01916,PROD0001,3,Okay okay product.
REV002585,USR01055,PROD0346,2,Disappointed with the product.
REV002586,USR00430,PROD0103,4,"Good quality, but delivery was a bit slow."
REV002587,USR01421,PROD0182,4,Good product.
REV002588,USR01228,PROD0109,4,"Good quality, but delivery was a bit slow."
REV002589,USR01759,PROD0183,5,"Super fast delivery, love it!"
REV002590,USR00804,PROD0288,2,Disappointed with the product.
REV002591,USR00893,PROD0482,2,Defective piece received.
REV002592,USR01240,PROD0121,4,Decent product for the price.
REV002593,USR01219,PROD0485,3,Average quality.
REV002594,USR00504,PROD0315,3,Okay okay product.
REV002595,USR00149,PROD0315,4,Good product.
REV002596,USR00360,PROD0168,3,Okay okay product.
REV002597,USR00725,PROD0069,4,"Works well, satisfied."
REV002598,USR02268,PROD0166,5,Perfect fit and quality.
REV002599,USR00116,PROD0257,4,Good product.
REV002600,USR00731,PROD0032,4,"Good quality, but delivery was a bit slow."
REV002601,USR02375,PROD0027,3,"It's fine, nothing special."
REV002602,USR00272,PROD0014,4,"Good quality, but delivery was a bit slow."
REV002603,USR01244,PROD0470,4,Nice design.
REV002604,USR00824,PROD0422,5,"Super fast delivery, love it!"
REV002605,USR02357,PROD0442,5,Excellent product!
REV002606,USR01059,PROD0291,1,Waste of money.
REV002607,USR00597,PROD0222,5,"Super fast delivery, love it!"
REV002608,USR00222,PROD0100,3,Average quality.
REV002609,USR01818,PROD0044,4,Decent product for the price.
REV002610,USR01060,PROD0270,4,"Good quality, but delivery was a bit slow."
REV002611,USR02053,PROD0022,1,Worst product ever!
REV002612,USR00233,PROD0400,5,Value for money.
REV002613,USR00280,PROD0385,2,"Not good, quality is poor."
REV002614,USR01375,PROD0017,5,"Super fast delivery, love it!"
REV002615,USR01474,PROD0294,1,"Broken item received, completely waste."
REV002616,USR02465,PROD0273,1,"Horrible quality, do not buy."
REV002617,USR01876,PROD0371,5,Perfect fit and quality.
REV002618,USR00680,PROD0326,2,Disappointed with the product.
REV002619,USR00233,PROD0207,5,Excellent product!
REV002620,USR01422,PROD0125,3,"It's fine, nothing special."
REV002621,USR01577,PROD0102,2,"Not good, quality is poor."
REV002622,USR01288,PROD0374,3,"Expected better, but fine."
REV002623,USR00560,PROD0040,1,"Horrible quality, do not buy."
REV002624,USR00701,PROD0473,3,Average experience.
REV002625,USR01865,PROD0208,5,Excellent product!
REV002626,USR00323,PROD0200,5,Perfect fit and quality.
REV002627,USR02477,PROD0409,5,Value for money.
REV002628,USR00567,PROD0495,5,Excellent product!
REV002629,USR01718,PROD0178,2,Disappointed with the product.
REV002630,USR02249,PROD0318,1,"Horrible quality, do not buy."
REV002631,USR00076,PROD0116,2,Disappointed with the product.
REV002632,USR01901,PROD0500,2,Not worth the money.
REV002633,USR01524,PROD0232,2,Not worth the money.
REV002634,USR00146,PROD0112,4,Nice design.
REV002635,USR00221,PROD0410,5,Highly recommended.
REV002636,USR02338,PROD0457,5,"Super fast delivery, love it!"
REV002637,USR01586,PROD0163,3,"Expected better, but fine."
REV002638,USR01874,PROD0026,4,Decent product for the price.
REV002639,USR00018,PROD0047,4,Nice design.
REV002640,USR02101,PROD0017,1,Worst product ever!
REV002641,USR00967,PROD0461,5,Value for money.
REV002642,USR00845,PROD0108,4,"Good quality, but delivery was a bit slow."
REV002643,USR02133,PROD0266,1,Waste of money.
REV002644,USR02161,PROD0022,5,Value for money.
REV002645,USR02160,PROD0006,1,"Horrible quality, do not buy."
REV002646,USR00038,PROD0205,4,Good product.
REV002647,USR01757,PROD0049,4,"Good quality, but delivery was a bit slow."
REV002648,USR02306,PROD0354,4,Good product.
REV002649,USR01884,PROD0306,2,"Not good, quality is poor."
REV002650,USR00965,PROD0172,5,Value for money.
REV002651,USR00813,PROD0257,5,"Super fast delivery, love it!"
REV002652,USR02169,PROD0390,4,"Works well, satisfied."
REV002653,USR00527,PROD0349,3,Average experience.
REV002654,USR02077,PROD0243,4,"Good quality, but delivery was a bit slow."
REV002655,USR01979,PROD0103,4,Good product.
REV002656,USR02083,PROD0004,1,Worst product ever!
REV002657,USR00328,PROD0064,5,Perfect fit and quality.
REV002658,USR01812,PROD0309,5,Perfect fit and quality.
REV002659,USR00619,PROD0093,5,Perfect fit and quality.
REV002660,USR00808,PROD0423,4,Decent product for the price.
REV002661,USR01385,PROD0154,2,"Not good, quality is poor."
REV002662,USR00746,PROD0338,1,Waste of money.
REV002663,USR02288,PROD0143,4,Good product.
REV002664,USR02204,PROD0447,4,"Works well, satisfied."
REV002665,USR00435,PROD0063,4,"Good quality, but delivery was a bit slow."
REV002666,USR01458,PROD0494,4,Good product.
REV002667,USR00393,PROD0419,4,Good product.
REV002668,USR00780,PROD0286,5,Excellent product!
REV002669,USR01774,PROD0317,4,"Good quality, but delivery was a bit slow."
REV002670,USR02442,PROD0081,1,"Broken item received, completely waste."
REV002671,USR02481,PROD0123,4,"Good quality, but delivery was a bit slow."
REV002672,USR00695,PROD0143,5,Excellent product!
REV002673,USR02072,PROD0273,4,"Works well, satisfied."
REV002674,USR02044,PROD0089,4,Decent product for the price.
REV002675,USR00402,PROD0078,1,Waste of money.
REV002676,USR00102,PROD0089,1,"Broken item received, completely waste."
REV002677,USR00097,PROD0152,5,Value for money.
REV002678,USR00736,PROD0237,4,Nice design.
REV002679,USR00861,PROD0043,2,Not worth the money.
REV002680,USR02369,PROD0179,3,Average experience.
REV002681,USR01930,PROD0336,4,"Good quality, but delivery was a bit slow."
REV002682,USR01853,PROD0167,5,"Super fast delivery, love it!"
REV002683,USR00066,PROD0359,5,Excellent product!
REV002684,USR01102,PROD0062,2,Disappointed with the product.
REV002685,USR00906,PROD0164,5,Value for money.
REV002686,USR00275,PROD0048,5,Highly recommended.
REV002687,USR00851,PROD0173,2,"Not good, quality is poor."
REV002688,USR01196,PROD0454,1,"Broken item received, completely waste."
REV002689,USR01454,PROD0325,1,"Horrible quality, do not buy."
REV002690,USR01520,PROD0082,5,Perfect fit and quality.
REV002691,USR00259,PROD0263,2,"Not good, quality is poor."
REV002692,USR01670,PROD0445,1,Extremely bad.
REV002693,USR00844,PROD0185,4,Nice design.
REV002694,USR02171,PROD0146,1,Waste of money.
REV002695,USR02101,PROD0286,3,Okay okay product.
REV002696,USR02068,PROD0391,3,Average quality.
REV002697,USR00993,PROD0297,4,Decent product for the price.
REV002698,USR00731,PROD0182,5,Value for money.
REV002699,USR02065,PROD0316,2,Disappointed with the product.
REV002700,USR02500,PROD0268,5,Excellent product!
REV002701,USR02497,PROD0226,3,Average quality.
REV002702,USR01812,PROD0373,4,"Good quality, but delivery was a bit slow."
REV002703,USR00471,PROD0048,5,Perfect fit and quality.
REV002704,USR00167,PROD0046,4,Decent product for the price.
REV002705,USR01517,PROD0319,2,Bad experience.
REV002706,USR01899,PROD0498,4,Good product.
REV002707,USR01318,PROD0486,3,Average experience.
REV002708,USR01088,PROD0471,4,Nice design.
REV002709,USR02236,PROD0210,3,Average quality.
REV002710,USR00319,PROD0325,3,Okay okay product.
REV002711,USR00474,PROD0485,2,Bad experience.
REV002712,USR00310,PROD0312,4,"Works well, satisfied."
REV002713,USR02190,PROD0415,4,Good product.
REV002714,USR00057,PROD0410,2,Defective piece received.
REV002715,USR02289,PROD0016,4,Good product.
REV002716,USR00370,PROD0065,5,Value for money.
REV002717,USR01678,PROD0061,5,"Super fast delivery, love it!"
REV002718,USR01788,PROD0113,3,Average experience.
REV002719,USR00038,PROD0268,5,Highly recommended.
REV002720,USR02235,PROD0217,4,Decent product for the price.
REV002721,USR02334,PROD0278,4,Nice design.
REV002722,USR02256,PROD0203,3,Okay okay product.
REV002723,USR02470,PROD0413,5,Excellent product!
REV002724,USR00444,PROD0465,5,Value for money.
REV002725,USR00482,PROD0036,5,Value for money.
REV002726,USR00637,PROD0325,2,Not worth the money.
REV002727,USR02083,PROD0453,2,Bad experience.
REV002728,USR00457,PROD0331,5,Perfect fit and quality.
REV002729,USR01228,PROD0053,1,"Horrible quality, do not buy."
REV002730,USR01981,PROD0497,5,Perfect fit and quality.
REV002731,USR00404,PROD0472,5,Highly recommended.
REV002732,USR01091,PROD0372,4,"Works well, satisfied."
REV002733,USR00974,PROD0486,4,Good product.
REV002734,USR02261,PROD0357,2,Bad experience.
REV002735,USR01214,PROD0279,5,Perfect fit and quality.
REV002736,USR00133,PROD0120,4,Nice design.
REV002737,USR00440,PROD0290,3,"It's fine, nothing special."
REV002738,USR00370,PROD0157,1,"Broken item received, completely waste."
REV002739,USR01389,PROD0371,2,Not worth the money.
REV002740,USR01162,PROD0320,2,"Not good, quality is poor."
REV002741,USR00120,PROD0256,2,Defective piece received.
REV002742,USR00827,PROD0400,2,Bad experience.
REV002743,USR00807,PROD0165,2,Defective piece received.
REV002744,USR01394,PROD0075,4,Nice design.
REV002745,USR01740,PROD0380,2,Not worth the money.
REV002746,USR02391,PROD0252,3,"Expected better, but fine."
REV002747,USR00225,PROD0493,5,Highly recommended.
REV002748,USR00249,PROD0347,5,Perfect fit and quality.
REV002749,USR01882,PROD0052,4,Decent product for the price.
REV002750,USR00161,PROD0074,5,Value for money.
REV002751,USR01345,PROD0298,5,Highly recommended.
REV002752,USR01286,PROD0346,1,Extremely bad.
REV002753,USR00834,PROD0493,2,"Not good, quality is poor."
REV002754,USR00069,PROD0461,4,"Good quality, but delivery was a bit slow."
REV002755,USR01755,PROD0005,4,Good product.
REV002756,USR00551,PROD0144,4,Nice design.
REV002757,USR02014,PROD0081,1,"Broken item received, completely waste."
REV002758,USR01831,PROD0147,4,Decent product for the price.
REV002759,USR00340,PROD0009,4,"Works well, satisfied."
REV002760,USR02264,PROD0268,1,"Horrible quality, do not buy."
REV002761,USR01718,PROD0426,4,Decent product for the price.
REV002762,USR02397,PROD0090,5,Highly recommended.
REV002763,USR02118,PROD0255,5,Perfect fit and quality.
REV002764,USR01681,PROD0146,5,Excellent product!
REV002765,USR02195,PROD0196,2,Defective piece received.
REV002766,USR00816,PROD0054,5,Perfect fit and quality.
REV002767,USR00244,PROD0313,4,Nice design.
REV002768,USR00456,PROD0271,2,"Not good, quality is poor."
REV002769,USR01821,PROD0063,5,Highly recommended.
REV002770,USR02026,PROD0218,5,Value for money.
REV002771,USR01730,PROD0421,4,Nice design.
REV002772,USR00724,PROD0160,1,"Horrible quality, do not buy."
REV002773,USR01662,PROD0153,1,Worst product ever!
REV002774,USR00219,PROD0120,5,Value for money.
REV002775,USR01040,PROD0106,5,Value for money.
REV002776,USR00597,PROD0328,1,Waste of money.
REV002777,USR01966,PROD0243,4,Good product.
REV002778,USR01259,PROD0104,5,Perfect fit and quality.
REV002779,USR01519,PROD0013,3,Okay okay product.
REV002780,USR01008,PROD0311,2,Defective piece received.
REV002781,USR01925,PROD0026,2,"Not good, quality is poor."
REV002782,USR02457,PROD0018,5,Value for money.
REV002783,USR01522,PROD0303,4,"Good quality, but delivery was a bit slow."
REV002784,USR01645,PROD0017,2,Defective piece received.
REV002785,USR01707,PROD0205,4,Decent product for the price.
REV002786,USR02253,PROD0090,3,"Expected better, but fine."
REV002787,USR00678,PROD0317,4,Good product.
REV002788,USR01623,PROD0307,5,Value for money.
REV002789,USR00239,PROD0488,5,"Super fast delivery, love it!"
REV002790,USR01650,PROD0372,1,"Broken item received, completely waste."
REV002791,USR02474,PROD0410,2,Disappointed with the product.
REV002792,USR00592,PROD0043,3,Average quality.
REV002793,USR02297,PROD0441,1,"Horrible quality, do not buy."
REV002794,USR00078,PROD0375,4,"Good quality, but delivery was a bit slow."
REV002795,USR01258,PROD0116,3,"It's fine, nothing special."
REV002796,USR00486,PROD0312,1,Waste of money.
REV002797,USR01842,PROD0025,4,"Good quality, but delivery was a bit slow."
REV002798,USR01530,PROD0133,5,Perfect fit and quality.
REV002799,USR02277,PROD0052,4,"Good quality, but delivery was a bit slow."
REV002800,USR02197,PROD0007,2,Not worth the money.
REV002801,USR00896,PROD0331,4,Nice design.
REV002802,USR00172,PROD0458,4,Decent product for the price.
REV002803,USR00972,PROD0144,1,Waste of money.
REV002804,USR00920,PROD0463,5,Highly recommended.
REV002805,USR01399,PROD0438,5,Perfect fit and quality.
REV002806,USR00210,PROD0468,1,Worst product ever!
REV002807,USR00112,PROD0028,4,Good product.
REV002808,USR00881,PROD0200,3,Average experience.
REV002809,USR01819,PROD0119,5,Value for money.
REV002810,USR01574,PROD0112,3,Average experience.
REV002811,USR01612,PROD0058,3,"It's fine, nothing special."
REV002812,USR00161,PROD0144,5,Excellent product!
REV002813,USR00139,PROD0239,5,Excellent product!
REV002814,USR00737,PROD0417,5,Highly recommended.
REV002815,USR02128,PROD0202,1,Extremely bad.
REV002816,USR01284,PROD0255,4,Decent product for the price.
REV002817,USR01343,PROD0104,2,Defective piece received.
REV002818,USR00248,PROD0011,5,Perfect fit and quality.
REV002819,USR00855,PROD0026,2,Bad experience.
REV002820,USR02276,PROD0370,4,Good product.
REV002821,USR01148,PROD0314,4,Decent product for the price.
REV002822,USR01799,PROD0054,3,Average quality.
REV002823,USR00330,PROD0208,3,"Expected better, but fine."
REV002824,USR00027,PROD0149,3,Average experience.
REV002825,USR01720,PROD0480,2,Disappointed with the product.
REV002826,USR02115,PROD0196,5,Highly recommended.
REV002827,USR02022,PROD0039,3,Average quality.
REV002828,USR00793,PROD0442,5,"Super fast delivery, love it!"
REV002829,USR00305,PROD0316,4,Decent product for the price.
REV002830,USR01918,PROD0369,2,Defective piece received.
REV002831,USR01015,PROD0391,1,Worst product ever!
REV002832,USR01767,PROD0039,4,Nice design.
REV002833,USR01835,PROD0161,1,"Broken item received, completely waste."
REV002834,USR00611,PROD0288,4,Nice design.
REV002835,USR01021,PROD0356,5,Highly recommended.
REV002836,USR00323,PROD0183,2,Not worth the money.
REV002837,USR00239,PROD0109,5,"Super fast delivery, love it!"
REV002838,USR00493,PROD0457,5,Highly recommended.
REV002839,USR00125,PROD0020,1,Waste of money.
REV002840,USR01186,PROD0266,1,"Horrible quality, do not buy."
REV002841,USR01448,PROD0319,4,Good product.
REV002842,USR02365,PROD0215,4,Decent product for the price.
REV002843,USR01904,PROD0447,4,Decent product for the price.
REV002844,USR01454,PROD0418,4,Decent product for the price.
REV002845,USR00426,PROD0239,5,Excellent product!
REV002846,USR01022,PROD0129,2,Bad experience.
REV002847,USR00126,PROD0201,4,Decent product for the price.
REV002848,USR00447,PROD0125,1,"Horrible quality, do not buy."
REV002849,USR00679,PROD0040,5,Value for money.
REV002850,USR00042,PROD0412,3,Average experience.
REV002851,USR02045,PROD0487,5,Value for money.
REV002852,USR00916,PROD0378,4,"Works well, satisfied."
REV002853,USR00093,PROD0295,2,Not worth the money.
REV002854,USR02228,PROD0150,4,Good product.
REV002855,USR00319,PROD0176,1,Worst product ever!
REV002856,USR01539,PROD0395,2,Bad experience.
REV002857,USR00821,PROD0080,4,Decent product for the price.
REV002858,USR01184,PROD0419,5,Highly recommended.
REV002859,USR02052,PROD0331,1,"Horrible quality, do not buy."
REV002860,USR00469,PROD0353,5,Value for money.
REV002861,USR00340,PROD0103,4,Nice design.
REV002862,USR00087,PROD0372,4,Decent product for the price.
REV002863,USR01389,PROD0220,4,"Good quality, but delivery was a bit slow."
REV002864,USR00084,PROD0066,3,Average quality.
REV002865,USR00551,PROD0054,4,"Works well, satisfied."
REV002866,USR01895,PROD0312,3,"Expected better, but fine."
REV002867,USR00685,PROD0005,1,Worst product ever!
REV002868,USR01354,PROD0098,3,"It's fine, nothing special."
REV002869,USR01796,PROD0483,1,Extremely bad.
REV002870,USR01871,PROD0210,5,"Super fast delivery, love it!"
REV002871,USR00707,PROD0039,4,Decent product for the price.
REV002872,USR01776,PROD0367,4,"Good quality, but delivery was a bit slow."
REV002873,USR00342,PROD0199,5,Excellent product!
REV002874,USR02477,PROD0479,4,Nice design.
REV002875,USR01304,PROD0172,2,Not worth the money.
REV002876,USR02178,PROD0138,3,Average quality.
REV002877,USR01268,PROD0115,5,Value for money.
REV002878,USR00993,PROD0261,4,Decent product for the price.
REV002879,USR01586,PROD0152,5,Excellent product!
REV002880,USR00461,PROD0130,3,"Expected better, but fine."
REV002881,USR00665,PROD0062,1,"Broken item received, completely waste."
REV002882,USR02033,PROD0491,1,Extremely bad.
REV002883,USR00779,PROD0332,5,"Super fast delivery, love it!"
REV002884,USR01436,PROD0067,5,"Super fast delivery, love it!"
REV002885,USR02300,PROD0223,5,"Super fast delivery, love it!"
REV002886,USR01467,PROD0116,1,Waste of money.
REV002887,USR02231,PROD0084,4,Nice design.
REV002888,USR00601,PROD0331,3,Average experience.
REV002889,USR01189,PROD0398,3,"It's fine, nothing special."
REV002890,USR00798,PROD0332,5,Perfect fit and quality.
REV002891,USR01222,PROD0215,5,Excellent product!
REV002892,USR02153,PROD0094,1,Extremely bad.
REV002893,USR00627,PROD0119,3,"Expected better, but fine."
REV002894,USR00585,PROD0245,5,Value for money.
REV002895,USR02150,PROD0321,5,Value for money.
REV002896,USR00030,PROD0497,4,Good product.
REV002897,USR02088,PROD0394,3,Okay okay product.
REV002898,USR01360,PROD0382,4,"Good quality, but delivery was a bit slow."
REV002899,USR01835,PROD0214,4,"Works well, satisfied."
REV002900,USR01560,PROD0105,5,Value for money.
REV002901,USR00691,PROD0138,4,Nice design.
REV002902,USR00865,PROD0168,5,Excellent product!
REV002903,USR01577,PROD0498,4,"Works well, satisfied."
REV002904,USR00700,PROD0289,2,"Not good, quality is poor."
REV002905,USR00972,PROD0200,5,Value for money.
REV002906,USR02360,PROD0421,4,"Good quality, but delivery was a bit slow."
REV002907,USR00338,PROD0084,4,"Works well, satisfied."
REV002908,USR01679,PROD0430,5,"Super fast delivery, love it!"
REV002909,USR00432,PROD0477,4,"Works well, satisfied."
REV002910,USR01024,PROD0222,2,Not worth the money.
REV002911,USR01389,PROD0105,5,Highly recommended.
REV002912,USR00009,PROD0458,5,"Super fast delivery, love it!"
REV002913,USR00585,PROD0190,4,"Works well, satisfied."
REV002914,USR01272,PROD0437,4,"Works well, satisfied."
REV002915,USR02185,PROD0322,5,Highly recommended.
REV002916,USR01407,PROD0363,2,Not worth the money.
REV002917,USR01301,PROD0498,1,"Horrible quality, do not buy."
REV002918,USR00724,PROD0449,1,Worst product ever!
REV002919,USR01379,PROD0349,4,"Good quality, but delivery was a bit slow."
REV002920,USR01602,PROD0107,1,Waste of money.
REV002921,USR02106,PROD0171,3,Average quality.
REV002922,USR01828,PROD0407,3,"Expected better, but fine."
REV002923,USR00212,PROD0065,5,Excellent product!
REV002924,USR02152,PROD0360,3,Average experience.
REV002925,USR02195,PROD0427,5,Excellent product!
REV002926,USR00165,PROD0341,4,"Works well, satisfied."
REV002927,USR01606,PROD0421,1,"Broken item received, completely waste."
REV002928,USR00847,PROD0086,3,Average experience.
REV002929,USR01434,PROD0235,4,Nice design.
REV002930,USR01965,PROD0360,2,Defective piece received.
REV002931,USR00583,PROD0235,4,"Works well, satisfied."
REV002932,USR02373,PROD0135,3,Okay okay product.
REV002933,USR02063,PROD0447,4,Nice design.
REV002934,USR02449,PROD0270,5,"Super fast delivery, love it!"
REV002935,USR02251,PROD0440,4,Decent product for the price.
REV002936,USR00603,PROD0020,5,Value for money.
REV002937,USR00178,PROD0249,1,Worst product ever!
REV002938,USR01415,PROD0218,5,"Super fast delivery, love it!"
REV002939,USR01250,PROD0203,5,Perfect fit and quality.
REV002940,USR00383,PROD0212,4,Nice design.
REV002941,USR00981,PROD0465,4,Nice design.
REV002942,USR01917,PROD0393,4,Nice design.
REV002943,USR00705,PROD0401,4,Decent product for the price.
REV002944,USR02240,PROD0497,5,Value for money.
REV002945,USR00729,PROD0024,4,Decent product for the price.
REV002946,USR00396,PROD0475,4,"Works well, satisfied."
REV002947,USR00725,PROD0454,1,"Horrible quality, do not buy."
REV002948,USR01797,PROD0394,1,Waste of money.
REV002949,USR00343,PROD0452,5,"Super fast delivery, love it!"
REV002950,USR01637,PROD0290,1,Waste of money.
REV002951,USR01162,PROD0386,5,Highly recommended.
REV002952,USR00950,PROD0209,4,Decent product for the price.
REV002953,USR00453,PROD0164,2,Bad experience.
REV002954,USR01648,PROD0449,2,Not worth the money.
REV002955,USR01369,PROD0157,3,"It's fine, nothing special."
REV002956,USR02247,PROD0182,5,Highly recommended.
REV002957,USR00241,PROD0364,5,Excellent product!
REV002958,USR00248,PROD0375,3,"It's fine, nothing special."
REV002959,USR01682,PROD0381,5,Excellent product!
REV002960,USR02140,PROD0471,1,Worst product ever!
REV002961,USR01086,PROD0322,5,Excellent product!
REV002962,USR00306,PROD0294,5,Highly recommended.
REV002963,USR00313,PROD0085,1,Waste of money.
REV002964,USR01751,PROD0327,4,"Works well, satisfied."
REV002965,USR00140,PROD0450,5,"Super fast delivery, love it!"
REV002966,USR00675,PROD0321,5,Excellent product!
REV002967,USR00223,PROD0163,4,Nice design.
REV002968,USR00259,PROD0137,1,Waste of money.
REV002969,USR00692,PROD0146,1,"Broken item received, completely waste."
REV002970,USR00594,PROD0295,3,"Expected better, but fine."
REV002971,USR00436,PROD0173,5,Perfect fit and quality.
REV002972,USR00561,PROD0378,5,Perfect fit and quality.
REV002973,USR01456,PROD0453,3,Average quality.
REV002974,USR02210,PROD0036,1,"Broken item received, completely waste."
REV002975,USR01262,PROD0232,3,"It's fine, nothing special."
REV002976,USR02012,PROD0221,4,Nice design.
REV002977,USR00626,PROD0153,4,"Works well, satisfied."
REV002978,USR00969,PROD0086,2,Not worth the money.
REV002979,USR02145,PROD0482,1,Worst product ever!
REV002980,USR01888,PROD0153,3,Average experience.
REV002981,USR01276,PROD0385,5,"Super fast delivery, love it!"
REV002982,USR02110,PROD0302,5,Highly recommended.
REV002983,USR01169,PROD0124,1,"Horrible quality, do not buy."
