shipment_id,order_id,tracking_number,carrier,shipment_date
SHP002866,ORD002866,TRK423009811,FedEx,2025-01-13
SHP002867,ORD002867,TRK180286347,ExpressBees,2025-07-30
SHP002868,ORD002868,,,
SHP002869,ORD002869,,,
SHP002870,ORD002870,,,
SHP002871,ORD002871,TRK445210997,FedEx,2025-02-21
SHP002872,ORD002872,TRK477700236,Delhivery,2025-12-01
SHP002873,ORD002873,TRK609164497,FedEx,2025-01-25
SHP002874,ORD002874,TRK990228664,BlueDart,2025-08-07
SHP002875,ORD002875,TRK897019576,ExpressBees,2026-01-24
SHP002876,ORD002876,TRK979020156,Delhivery,2025-11-21
SHP002877,ORD002877,TRK818523158,Delhivery,2026-01-07
SHP002878,ORD002878,TRK246218441,FedEx,2025-07-12
SHP002879,ORD002879,TRK230145471,FedEx,2025-10-27
SHP002880,ORD002880,,,
SHP002881,ORD002881,TRK828480191,ExpressBees,2025-01-06
SHP002882,ORD002882,,,
SHP002883,ORD002883,TRK366326198,Delhivery,2025-10-05
SHP002884,ORD002884,,,
SHP002885,ORD002885,TRK170179176,Delhivery,2025-02-23
SHP002886,ORD002886,TRK846763845,Delhivery,2025-12-03
SHP002887,ORD002887,,,
SHP002888,ORD002888,TRK766928903,BlueDart,2025-05-10
SHP002889,ORD002889,TRK189139765,ExpressBees,2026-02-01
SHP002890,ORD002890,TRK365809529,BlueDart,2025-02-10
SHP002891,ORD002891,,,
SHP002892,ORD002892,TRK725620067,BlueDart,2025-03-10
SHP002893,ORD002893,,,
SHP002894,ORD002894,TRK506412507,Delhivery,2025-11-08
SHP002895,ORD002895,TRK664220618,Delhivery,2025-08-17
SHP002896,ORD002896,,,
SHP002897,ORD002897,,,
SHP002898,ORD002898,TRK359567551,BlueDart,2025-08-25
SHP002899,ORD002899,,,
SHP002900,ORD002900,TRK961866015,FedEx,2025-12-23
SHP002901,ORD002901,,,
SHP002902,ORD002902,TRK734458930,BlueDart,2025-07-01
SHP002903,ORD002903,,,
SHP002904,ORD002904,TRK852977368,Delhivery,2025-08-04
SHP002905,ORD002905,,,
SHP002906,ORD002906,TRK151379802,Delhivery,2025-10-03
SHP002907,ORD002907,TRK281269779,FedEx,2025-11-27
SHP002908,ORD002908,TRK945569649,ExpressBees,2025-05-08
SHP002909,ORD002909,,,
SHP002910,ORD002910,TRK958260374,ExpressBees,2025-12-24
SHP002911,ORD002911,TRK638693799,FedEx,2025-06-04
SHP002912,ORD002912,TRK271614306,Delhivery,2025-07-02
SHP002913,ORD002913,,,
SHP002914,ORD002914,TRK719289743,Delhivery,2025-09-15
SHP002915,ORD002915,TRK584467786,ExpressBees,2025-04-03
SHP002916,ORD002916,TRK564952611,ExpressBees,2026-01-14
SHP002917,ORD002917,TRK621558976,Delhivery,2025-12-15
SHP002918,ORD002918,TRK878346900,FedEx,2025-01-11
SHP002919,ORD002919,,,
SHP002920,ORD002920,,,
SHP002921,ORD002921,TRK289459249,FedEx,2025-03-22
SHP002922,ORD002922,,,
SHP002923,ORD002923,TRK291887265,FedEx,2025-07-23
SHP002924,ORD002924,TRK931391532,FedEx,2025-07-13
SHP002925,ORD002925,,,
SHP002926,ORD002926,,,
SHP002927,ORD002927,TRK117561022,BlueDart,2025-07-25
SHP002928,ORD002928,TRK631857568,ExpressBees,2025-10-02
SHP002929,ORD002929,TRK969617402,ExpressBees,2025-07-18
SHP002930,ORD002930,,,
SHP002931,ORD002931,,,
SHP002932,ORD002932,TRK190458755,BlueDart,2025-11-13
SHP002933,ORD002933,TRK926902118,Delhivery,2025-07-04
SHP002934,ORD002934,,,
SHP002935,ORD002935,TRK790536913,Delhivery,2025-02-21
SHP002936,ORD002936,TRK182411809,Delhivery,2025-03-14
SHP002937,ORD002937,TRK331240030,BlueDart,2025-06-17
SHP002938,ORD002938,,,
SHP002939,ORD002939,TRK492932906,BlueDart,2025-04-16
SHP002940,ORD002940,TRK129756208,ExpressBees,2025-06-10
SHP002941,ORD002941,TRK973492463,ExpressBees,2025-11-15
SHP002942,ORD002942,TRK789101798,ExpressBees,2025-09-20
SHP002943,ORD002943,TRK864274878,FedEx,2025-11-01
SHP002944,ORD002944,TRK344286183,ExpressBees,2025-10-18
SHP002945,ORD002945,TRK302841128,FedEx,2025-03-26
SHP002946,ORD002946,TRK536796170,Delhivery,2025-06-26
SHP002947,ORD002947,TRK543139625,Delhivery,2025-06-18
SHP002948,ORD002948,TRK657650136,FedEx,2025-04-26
SHP002949,ORD002949,,,
SHP002950,ORD002950,TRK906765740,ExpressBees,2025-05-21
SHP002951,ORD002951,TRK733846797,ExpressBees,2025-12-11
SHP002952,ORD002952,TRK408566084,Delhivery,2025-08-14
SHP002953,ORD002953,TRK979553928,Delhivery,2025-11-21
SHP002954,ORD002954,,,
SHP002955,ORD002955,TRK753179819,Delhivery,2025-01-07
SHP002956,ORD002956,TRK409258585,Delhivery,2026-01-30
SHP002957,ORD002957,,,
SHP002958,ORD002958,,,
SHP002959,ORD002959,TRK749366442,ExpressBees,2025-06-03
SHP002960,ORD002960,TRK251144806,BlueDart,2025-03-12
SHP002961,ORD002961,,,
SHP002962,ORD002962,,,
SHP002963,ORD002963,TRK631050309,ExpressBees,2025-01-14
SHP002964,ORD002964,,,
SHP002965,ORD002965,,,
SHP002966,ORD002966,,,
SHP002967,ORD002967,TRK701869023,ExpressBees,2025-09-04
SHP002968,ORD002968,TRK320733083,ExpressBees,2025-03-17
SHP002969,ORD002969,TRK557831274,ExpressBees,2026-01-30
SHP002970,ORD002970,,,
SHP002971,ORD002971,TRK610705556,ExpressBees,2025-08-02
SHP002972,ORD002972,,,
SHP002973,ORD002973,TRK616785340,Delhivery,2025-11-01
SHP002974,ORD002974,TRK399727877,BlueDart,2025-06-07
SHP002975,ORD002975,TRK418230204,FedEx,2025-02-04
SHP002976,ORD002976,TRK626511164,Delhivery,2026-01-28
SHP002977,ORD002977,TRK301358846,FedEx,2025-08-14
SHP002978,ORD002978,,,
SHP002979,ORD002979,TRK281688029,BlueDart,2025-11-14
SHP002980,ORD002980,TRK411258968,ExpressBees,2025-07-24
SHP002981,ORD002981,TRK456213466,ExpressBees,2025-09-08
SHP002982,ORD002982,,,
SHP002983,ORD002983,,,
SHP002984,ORD002984,TRK584847368,BlueDart,2025-01-05
SHP002985,ORD002985,TRK222757757,Delhivery,2025-10-14
SHP002986,ORD002986,TRK714491496,Delhivery,2026-02-06
SHP002987,ORD002987,TRK454557035,ExpressBees,2025-11-02
SHP002988,ORD002988,TRK492552069,BlueDart,2025-08-24
SHP002989,ORD002989,TRK391297577,BlueDart,2025-06-10
SHP002990,ORD002990,TRK707346335,FedEx,2025-12-19
SHP002991,ORD002991,TRK916355373,ExpressBees,2025-12-16
SHP002992,ORD002992,TRK567256947,Delhivery,2025-09-14
SHP002993,ORD002993,TRK679886879,ExpressBees,2025-05-13
SHP002994,ORD002994,TRK371704463,Delhivery,2025-10-15
SHP002995,ORD002995,TRK610691114,Delhivery,2025-07-02
SHP002996,ORD002996,,,
SHP002997,ORD002997,TRK268924549,BlueDart,2025-11-14
SHP002998,ORD002998,TRK590288596,BlueDart,2025-10-21
SHP002999,ORD002999,TRK837581716,FedEx,2025-05-29
SHP003000,ORD003000,TRK531502803,FedEx,2025-07-28
SHP003001,ORD003001,TRK145611251,ExpressBees,2025-05-24
SHP003002,ORD003002,TRK379754451,BlueDart,2025-02-09
SHP003003,ORD003003,,,
SHP003004,ORD003004,TRK174123685,Delhivery,2025-04-12
SHP003005,ORD003005,,,
SHP003006,ORD003006,TRK884975370,BlueDart,2025-09-17
SHP003007,ORD003007,,,
SHP003008,ORD003008,,,
SHP003009,ORD003009,,,
SHP003010,ORD003010,,,
SHP003011,ORD003011,TRK286889402,FedEx,2025-05-06
SHP003012,ORD003012,TRK683530614,BlueDart,2025-05-30
SHP003013,ORD003013,TRK199611107,Delhivery,2025-08-25
SHP003014,ORD003014,TRK613416452,Delhivery,2025-09-25
SHP003015,ORD003015,TRK636775085,ExpressBees,2025-11-21
SHP003016,ORD003016,,,
SHP003017,ORD003017,TRK218510669,ExpressBees,2025-04-19
SHP003018,ORD003018,,,
SHP003019,ORD003019,TRK621884577,Delhivery,2026-01-13
SHP003020,ORD003020,,,
SHP003021,ORD003021,TRK196799450,BlueDart,2025-10-05
SHP003022,ORD003022,TRK513621941,FedEx,2025-10-03
SHP003023,ORD003023,,,
SHP003024,ORD003024,,,
SHP003025,ORD003025,TRK729124904,BlueDart,2025-06-01
SHP003026,ORD003026,TRK733507484,FedEx,2026-02-05
SHP003027,ORD003027,,,
SHP003028,ORD003028,TRK994614901,Delhivery,2025-10-02
SHP003029,ORD003029,TRK407774102,ExpressBees,2025-01-17
SHP003030,ORD003030,TRK391722256,FedEx,2025-05-17
SHP003031,ORD003031,,,
SHP003032,ORD003032,TRK432831174,BlueDart,2025-06-14
SHP003033,ORD003033,TRK298943402,BlueDart,2025-01-07
SHP003034,ORD003034,TRK793847831,FedEx,2025-11-07
SHP003035,ORD003035,TRK702360566,BlueDart,2025-03-28
SHP003036,ORD003036,TRK302033145,Delhivery,2025-12-08
SHP003037,ORD003037,TRK725524498,BlueDart,2025-11-26
SHP003038,ORD003038,TRK506431406,Delhivery,2025-09-24
SHP003039,ORD003039,TRK328908020,Delhivery,2025-07-23
SHP003040,ORD003040,,,
SHP003041,ORD003041,TRK992684169,BlueDart,2025-06-20
SHP003042,ORD003042,TRK286397942,FedEx,2025-03-31
SHP003043,ORD003043,TRK392153243,Delhivery,2025-03-04
SHP003044,ORD003044,TRK629386679,BlueDart,2025-01-19
SHP003045,ORD003045,TRK143069492,BlueDart,2025-03-27
SHP003046,ORD003046,TRK111922529,ExpressBees,2025-07-27
SHP003047,ORD003047,TRK433158850,BlueDart,2025-03-14
SHP003048,ORD003048,TRK279898150,Delhivery,2025-08-25
SHP003049,ORD003049,TRK728058027,FedEx,2025-01-24
SHP003050,ORD003050,TRK831900392,Delhivery,2025-07-26
SHP003051,ORD003051,TRK806479988,BlueDart,2025-07-25
SHP003052,ORD003052,TRK498878882,BlueDart,2025-05-31
SHP003053,ORD003053,,,
SHP003054,ORD003054,TRK445969843,FedEx,2025-11-07
SHP003055,ORD003055,TRK876776504,Delhivery,2025-02-03
SHP003056,ORD003056,TRK862327468,FedEx,2025-01-12
SHP003057,ORD003057,TRK391123634,ExpressBees,2025-10-09
SHP003058,ORD003058,TRK604022716,Delhivery,2025-04-05
SHP003059,ORD003059,TRK223894524,BlueDart,2025-05-20
SHP003060,ORD003060,TRK277406077,BlueDart,2025-10-03
SHP003061,ORD003061,TRK153310356,ExpressBees,2025-05-11
SHP003062,ORD003062,TRK139105074,FedEx,2025-07-06
SHP003063,ORD003063,,,
SHP003064,ORD003064,TRK573511458,ExpressBees,2025-02-25
SHP003065,ORD003065,TRK349057035,Delhivery,2026-02-01
SHP003066,ORD003066,,,
SHP003067,ORD003067,,,
SHP003068,ORD003068,TRK194691475,ExpressBees,2025-10-13
SHP003069,ORD003069,TRK511102145,Delhivery,2025-10-05
SHP003070,ORD003070,,,
SHP003071,ORD003071,,,
SHP003072,ORD003072,TRK696545604,BlueDart,2025-04-09
SHP003073,ORD003073,,,
SHP003074,ORD003074,TRK145756411,BlueDart,2025-01-24
SHP003075,ORD003075,,,
SHP003076,ORD003076,TRK676356823,ExpressBees,2025-09-06
SHP003077,ORD003077,TRK146929972,FedEx,2025-06-07
SHP003078,ORD003078,TRK508710908,FedEx,2025-12-10
SHP003079,ORD003079,TRK950256848,FedEx,2025-10-05
SHP003080,ORD003080,TRK702004491,ExpressBees,2025-10-12
SHP003081,ORD003081,,,
SHP003082,ORD003082,,,
SHP003083,ORD003083,TRK294636265,Delhivery,2025-11-03
SHP003084,ORD003084,TRK389868553,Delhivery,2026-01-14
SHP003085,ORD003085,,,
SHP003086,ORD003086,TRK251415989,FedEx,2025-05-16
SHP003087,ORD003087,,,
SHP003088,ORD003088,TRK363323647,FedEx,2025-02-27
SHP003089,ORD003089,TRK764294824,FedEx,2025-10-12
SHP003090,ORD003090,TRK781231462,BlueDart,2025-06-30
SHP003091,ORD003091,,,
SHP003092,ORD003092,TRK744606014,FedEx,2025-05-05
SHP003093,ORD003093,,,
SHP003094,ORD003094,,,
SHP003095,ORD003095,TRK608942141,Delhivery,2025-08-19
SHP003096,ORD003096,TRK785648323,ExpressBees,2025-07-11
SHP003097,ORD003097,TRK570142343,BlueDart,2025-01-08
SHP003098,ORD003098,TRK520640254,ExpressBees,2025-01-26
SHP003099,ORD003099,TRK844619914,FedEx,2025-01-04
SHP003100,ORD003100,TRK617408797,ExpressBees,2025-04-21
SHP003101,ORD003101,,,
SHP003102,ORD003102,TRK443512601,BlueDart,2025-12-17
SHP003103,ORD003103,TRK312639483,FedEx,2025-06-28
SHP003104,ORD003104,TRK236541152,FedEx,2026-01-05
SHP003105,ORD003105,TRK770036414,BlueDart,2025-07-21
SHP003106,ORD003106,,,
SHP003107,ORD003107,,,
SHP003108,ORD003108,,,
SHP003109,ORD003109,TRK709745007,FedEx,2025-02-24
SHP003110,ORD003110,TRK708288610,Delhivery,2025-11-02
SHP003111,ORD003111,TRK675959392,BlueDart,2026-02-04
SHP003112,ORD003112,TRK338395864,ExpressBees,2025-11-05
SHP003113,ORD003113,TRK720122456,ExpressBees,2025-07-05
SHP003114,ORD003114,,,
SHP003115,ORD003115,,,
SHP003116,ORD003116,TRK208591454,Delhivery,2025-01-10
SHP003117,ORD003117,TRK691612977,ExpressBees,2025-07-05
SHP003118,ORD003118,TRK615847084,Delhivery,2025-07-20
SHP003119,ORD003119,,,
SHP003120,ORD003120,TRK852967957,Delhivery,2025-02-20
SHP003121,ORD003121,TRK465662856,Delhivery,2025-10-14
SHP003122,ORD003122,,,
SHP003123,ORD003123,,,
SHP003124,ORD003124,TRK752012528,Delhivery,2025-10-20
SHP003125,ORD003125,TRK715956629,FedEx,2025-04-11
SHP003126,ORD003126,TRK155023101,ExpressBees,2025-08-16
SHP003127,ORD003127,TRK489287881,ExpressBees,2025-10-06
SHP003128,ORD003128,,,
SHP003129,ORD003129,,,
SHP003130,ORD003130,,,
SHP003131,ORD003131,,,
SHP003132,ORD003132,,,
SHP003133,ORD003133,,,
SHP003134,ORD003134,,,
SHP003135,ORD003135,TRK639122141,BlueDart,2026-01-28
SHP003136,ORD003136,TRK668471422,FedEx,2025-09-06
SHP003137,ORD003137,TRK422791368,FedEx,2026-01-06
SHP003138,ORD003138,TRK225752535,ExpressBees,2025-01-13
SHP003139,ORD003139,,,
SHP003140,ORD003140,TRK726820896,BlueDart,2025-03-05
SHP003141,ORD003141,,,
SHP003142,ORD003142,TRK917721426,ExpressBees,2025-09-02
SHP003143,ORD003143,,,
SHP003144,ORD003144,TRK795519683,Delhivery,2025-08-03
SHP003145,ORD003145,,,
SHP003146,ORD003146,TRK913312826,Delhivery,2025-01-19
SHP003147,ORD003147,TRK868057445,ExpressBees,2025-01-17
SHP003148,ORD003148,TRK432677056,FedEx,2025-03-01
SHP003149,ORD003149,TRK650544193,Delhivery,2025-11-23
SHP003150,ORD003150,TRK296922843,BlueDart,2026-01-22
SHP003151,ORD003151,TRK395987246,ExpressBees,2025-04-18
SHP003152,ORD003152,,,
SHP003153,ORD003153,TRK548218084,ExpressBees,2025-07-11
SHP003154,ORD003154,TRK986878109,ExpressBees,2025-12-22
SHP003155,ORD003155,TRK417337464,ExpressBees,2025-03-07
SHP003156,ORD003156,TRK832977726,FedEx,2025-01-28
SHP003157,ORD003157,TRK927452370,BlueDart,2025-04-30
SHP003158,ORD003158,,,
SHP003159,ORD003159,,,
SHP003160,ORD003160,,,
SHP003161,ORD003161,TRK223788831,BlueDart,2025-05-13
SHP003162,ORD003162,,,
SHP003163,ORD003163,TRK171661129,BlueDart,2025-11-07
SHP003164,ORD003164,,,
SHP003165,ORD003165,TRK668000264,FedEx,2025-01-25
SHP003166,ORD003166,TRK660382323,ExpressBees,2025-07-24
SHP003167,ORD003167,,,
SHP003168,ORD003168,TRK104312246,ExpressBees,2025-05-24
SHP003169,ORD003169,,,
SHP003170,ORD003170,,,
SHP003171,ORD003171,TRK349457064,ExpressBees,2025-08-08
SHP003172,ORD003172,TRK878888463,FedEx,2025-10-16
SHP003173,ORD003173,,,
SHP003174,ORD003174,,,
SHP003175,ORD003175,TRK389488823,Delhivery,2025-03-28
SHP003176,ORD003176,,,
SHP003177,ORD003177,TRK530948001,FedEx,2025-01-23
SHP003178,ORD003178,,,
SHP003179,ORD003179,,,
SHP003180,ORD003180,TRK585147275,ExpressBees,2026-02-06
SHP003181,ORD003181,,,
SHP003182,ORD003182,TRK149026853,BlueDart,2025-03-04
SHP003183,ORD003183,,,
SHP003184,ORD003184,TRK853957466,ExpressBees,2025-06-27
SHP003185,ORD003185,TRK119313914,BlueDart,2025-11-10
SHP003186,ORD003186,TRK553818561,Delhivery,2025-11-03
SHP003187,ORD003187,TRK214968344,FedEx,2025-08-13
SHP003188,ORD003188,,,
SHP003189,ORD003189,,,
SHP003190,ORD003190,TRK906530500,BlueDart,2025-06-14
SHP003191,ORD003191,TRK553693810,FedEx,2025-08-08
SHP003192,ORD003192,,,
SHP003193,ORD003193,,,
SHP003194,ORD003194,,,
SHP003195,ORD003195,TRK746342388,ExpressBees,2025-04-04
SHP003196,ORD003196,TRK330575189,ExpressBees,2025-03-08
SHP003197,ORD003197,,,
SHP003198,ORD003198,TRK679698836,FedEx,2025-01-08
SHP003199,ORD003199,,,
SHP003200,ORD003200,TRK952014924,Delhivery,2025-05-03
SHP003201,ORD003201,,,
SHP003202,ORD003202,TRK384865758,BlueDart,2025-11-25
SHP003203,ORD003203,TRK626573949,FedEx,2025-12-01
SHP003204,ORD003204,,,
SHP003205,ORD003205,TRK356125928,ExpressBees,2025-06-01
SHP003206,ORD003206,,,
SHP003207,ORD003207,,,
SHP003208,ORD003208,TRK648876072,Delhivery,2025-05-15
SHP003209,ORD003209,TRK178317235,Delhivery,2025-09-15
SHP003210,ORD003210,TRK131476928,FedEx,2025-06-09
SHP003211,ORD003211,TRK916663805,ExpressBees,2025-09-06
SHP003212,ORD003212,TRK841998724,BlueDart,2025-07-22
SHP003213,ORD003213,TRK525544792,BlueDart,2025-06-08
SHP003214,ORD003214,TRK363442981,Delhivery,2025-10-06
SHP003215,ORD003215,TRK635008097,BlueDart,2025-05-30
SHP003216,ORD003216,,,
SHP003217,ORD003217,TRK104841440,FedEx,2025-06-18
SHP003218,ORD003218,,,
SHP003219,ORD003219,,,
SHP003220,ORD003220,TRK835216852,Delhivery,2025-04-26
SHP003221,ORD003221,TRK571618422,ExpressBees,2025-11-06
SHP003222,ORD003222,TRK280456968,BlueDart,2025-08-14
SHP003223,ORD003223,TRK175693622,BlueDart,2025-06-19
SHP003224,ORD003224,TRK703512935,FedEx,2025-03-31
SHP003225,ORD003225,TRK499540271,FedEx,2025-02-20
SHP003226,ORD003226,TRK139319292,Delhivery,2025-05-02
SHP003227,ORD003227,TRK702381911,ExpressBees,2025-10-04
SHP003228,ORD003228,TRK237133410,BlueDart,2025-04-29
SHP003229,ORD003229,TRK246969007,ExpressBees,2025-06-12
SHP003230,ORD003230,,,
SHP003231,ORD003231,TRK522305532,BlueDart,2025-09-10
SHP003232,ORD003232,TRK169658464,BlueDart,2025-02-13
SHP003233,ORD003233,TRK529126503,ExpressBees,2025-03-15
SHP003234,ORD003234,TRK366465992,FedEx,2025-05-31
SHP003235,ORD003235,TRK429334031,BlueDart,2025-06-22
SHP003236,ORD003236,TRK149412104,ExpressBees,2026-01-10
SHP003237,ORD003237,TRK469020312,ExpressBees,2025-07-01
SHP003238,ORD003238,TRK402700028,FedEx,2025-04-24
SHP003239,ORD003239,TRK518486829,Delhivery,2025-02-25
SHP003240,ORD003240,,,
SHP003241,ORD003241,,,
SHP003242,ORD003242,TRK406738311,Delhivery,2025-11-03
SHP003243,ORD003243,TRK756802860,BlueDart,2025-01-30
SHP003244,ORD003244,TRK644761707,ExpressBees,2025-01-03
SHP003245,ORD003245,,,
SHP003246,ORD003246,,,
SHP003247,ORD003247,,,
SHP003248,ORD003248,TRK450827665,BlueDart,2025-03-10
SHP003249,ORD003249,TRK760150702,ExpressBees,2025-12-06
SHP003250,ORD003250,TRK121778347,ExpressBees,2025-04-06
SHP003251,ORD003251,TRK910999019,ExpressBees,2025-02-19
SHP003252,ORD003252,TRK220139132,ExpressBees,2025-02-07
SHP003253,ORD003253,TRK611144973,FedEx,2026-01-05
SHP003254,ORD003254,TRK472819864,BlueDart,2026-02-05
SHP003255,ORD003255,TRK283095707,Delhivery,2025-09-02
SHP003256,ORD003256,TRK981052696,BlueDart,2025-05-04
SHP003257,ORD003257,TRK432171821,BlueDart,2026-02-04
SHP003258,ORD003258,,,
SHP003259,ORD003259,TRK165744442,ExpressBees,2025-03-16
SHP003260,ORD003260,TRK849845172,Delhivery,2025-11-23
SHP003261,ORD003261,TRK108441598,ExpressBees,2025-08-28
SHP003262,ORD003262,TRK177492253,FedEx,2025-09-14
SHP003263,ORD003263,,,
SHP003264,ORD003264,,,
SHP003265,ORD003265,TRK587793542,Delhivery,2026-02-01
SHP003266,ORD003266,,,
SHP003267,ORD003267,TRK493097412,ExpressBees,2025-10-05
SHP003268,ORD003268,,,
SHP003269,ORD003269,TRK488876309,Delhivery,2025-10-09
SHP003270,ORD003270,,,
SHP003271,ORD003271,TRK126389426,Delhivery,2025-05-08
SHP003272,ORD003272,TRK414495898,ExpressBees,2025-11-15
SHP003273,ORD003273,TRK735724010,BlueDart,2025-06-30
SHP003274,ORD003274,,,
SHP003275,ORD003275,,,
SHP003276,ORD003276,,,
SHP003277,ORD003277,,,
SHP003278,ORD003278,TRK814294636,BlueDart,2025-06-17
SHP003279,ORD003279,TRK355713371,Delhivery,2025-10-14
SHP003280,ORD003280,TRK449572702,FedEx,2025-06-18
SHP003281,ORD003281,TRK583070345,FedEx,2025-03-30
SHP003282,ORD003282,TRK688621917,ExpressBees,2025-04-04
SHP003283,ORD003283,TRK223613681,FedEx,2025-10-30
SHP003284,ORD003284,TRK409796191,ExpressBees,2025-12-12
SHP003285,ORD003285,TRK200523068,Delhivery,2025-06-09
SHP003286,ORD003286,TRK262463449,ExpressBees,2025-03-30
SHP003287,ORD003287,TRK606587327,Delhivery,2025-12-16
SHP003288,ORD003288,TRK621303871,ExpressBees,2025-06-29
SHP003289,ORD003289,TRK125662081,BlueDart,2025-03-16
SHP003290,ORD003290,,,
SHP003291,ORD003291,,,
SHP003292,ORD003292,TRK181284093,FedEx,2025-02-23
SHP003293,ORD003293,TRK953297563,BlueDart,2025-07-30
SHP003294,ORD003294,TRK886434862,FedEx,2025-03-03
SHP003295,ORD003295,TRK487334356,ExpressBees,2025-09-16
SHP003296,ORD003296,,,
SHP003297,ORD003297,TRK357410063,ExpressBees,2025-09-10
SHP003298,ORD003298,TRK307837802,Delhivery,2025-07-11
SHP003299,ORD003299,TRK659272833,Delhivery,2025-11-12
SHP003300,ORD003300,TRK631389860,BlueDart,2025-02-16
SHP003301,ORD003301,TRK741534627,Delhivery,2025-08-20
SHP003302,ORD003302,,,
SHP003303,ORD003303,TRK245126454,ExpressBees,2025-01-30
SHP003304,ORD003304,TRK810689574,ExpressBees,2025-06-25
SHP003305,ORD003305,TRK678565506,BlueDart,2025-01-29
SHP003306,ORD003306,,,
SHP003307,ORD003307,,,
SHP003308,ORD003308,,,
SHP003309,ORD003309,TRK356325362,FedEx,2025-07-08
SHP003310,ORD003310,,,
SHP003311,ORD003311,TRK729463326,ExpressBees,2025-11-05
SHP003312,ORD003312,,,
SHP003313,ORD003313,TRK280842844,BlueDart,2025-05-15
SHP003314,ORD003314,TRK738021580,ExpressBees,2025-08-20
SHP003315,ORD003315,,,
SHP003316,ORD003316,,,
SHP003317,ORD003317,TRK233501103,ExpressBees,2025-05-20
SHP003318,ORD003318,TRK265449896,ExpressBees,2025-09-01
SHP003319,ORD003319,,,
SHP003320,ORD003320,,,
SHP003321,ORD003321,TRK984285321,BlueDart,2025-07-10
SHP003322,ORD003322,,,
SHP003323,ORD003323,,,
SHP003324,ORD003324,TRK358562299,ExpressBees,2025-07-03
SHP003325,ORD003325,,,
SHP003326,ORD003326,,,
SHP003327,ORD003327,TRK639250538,FedEx,2025-06-05
SHP003328,ORD003328,TRK821666758,BlueDart,2025-08-15
SHP003329,ORD003329,,,
SHP003330,ORD003330,TRK232906963,BlueDart,2026-01-13
SHP003331,ORD003331,TRK887864357,FedEx,2026-01-18
SHP003332,ORD003332,TRK186257162,ExpressBees,2026-01-12
SHP003333,ORD003333,,,
SHP003334,ORD003334,TRK804276701,BlueDart,2025-02-28
SHP003335,ORD003335,TRK694143926,FedEx,2025-08-26
SHP003336,ORD003336,TRK626475784,BlueDart,2025-03-03
SHP003337,ORD003337,TRK398472063,Delhivery,2025-07-03
SHP003338,ORD003338,,,
SHP003339,ORD003339,TRK800850089,Delhivery,2025-06-04
SHP003340,ORD003340,TRK954395166,ExpressBees,2025-12-29
SHP003341,ORD003341,,,
SHP003342,ORD003342,TRK148618840,Delhivery,2025-08-26
SHP003343,ORD003343,TRK159433528,Delhivery,2025-04-14
SHP003344,ORD003344,,,
SHP003345,ORD003345,TRK940479815,Delhivery,2025-06-01
SHP003346,ORD003346,TRK632299211,BlueDart,2025-11-07
SHP003347,ORD003347,,,
SHP003348,ORD003348,,,
SHP003349,ORD003349,TRK370610891,Delhivery,2025-06-23
SHP003350,ORD003350,,,
SHP003351,ORD003351,,,
SHP003352,ORD003352,TRK339932724,ExpressBees,2025-09-20
SHP003353,ORD003353,,,
SHP003354,ORD003354,TRK909338569,BlueDart,2025-01-19
SHP003355,ORD003355,TRK253966151,BlueDart,2025-04-27
SHP003356,ORD003356,,,
SHP003357,ORD003357,TRK515178537,Delhivery,2025-03-08
SHP003358,ORD003358,TRK276665443,FedEx,2025-10-01
SHP003359,ORD003359,TRK676163877,ExpressBees,2025-04-25
SHP003360,ORD003360,TRK880607419,Delhivery,2025-08-07
SHP003361,ORD003361,TRK776675196,BlueDart,2025-02-14
SHP003362,ORD003362,TRK371102793,ExpressBees,2025-02-07
SHP003363,ORD003363,,,
SHP003364,ORD003364,,,
SHP003365,ORD003365,TRK327602589,ExpressBees,2025-05-04
SHP003366,ORD003366,TRK279505270,Delhivery,2025-11-27
SHP003367,ORD003367,TRK340180244,ExpressBees,2025-09-27
SHP003368,ORD003368,TRK809213212,ExpressBees,2025-11-07
SHP003369,ORD003369,,,
SHP003370,ORD003370,,,
SHP003371,ORD003371,TRK622216229,ExpressBees,2025-01-23
SHP003372,ORD003372,,,
SHP003373,ORD003373,TRK512797602,FedEx,2025-09-02
SHP003374,ORD003374,,,
SHP003375,ORD003375,TRK144532788,BlueDart,2025-10-03
SHP003376,ORD003376,TRK880370926,ExpressBees,2025-04-01
SHP003377,ORD003377,,,
SHP003378,ORD003378,,,
SHP003379,ORD003379,TRK777780713,FedEx,2025-07-01
SHP003380,ORD003380,TRK328656330,Delhivery,2025-04-01
SHP003381,ORD003381,TRK443017647,ExpressBees,2025-09-05
SHP003382,ORD003382,,,
SHP003383,ORD003383,TRK504819032,ExpressBees,2025-09-04
SHP003384,ORD003384,TRK608838627,ExpressBees,2025-04-13
SHP003385,ORD003385,TRK248807994,BlueDart,2025-01-07
SHP003386,ORD003386,TRK736541762,Delhivery,2025-05-28
SHP003387,ORD003387,TRK399833095,Delhivery,2025-10-15
SHP003388,ORD003388,TRK393602310,ExpressBees,2025-08-12
SHP003389,ORD003389,TRK256250770,FedEx,2025-04-06
SHP003390,ORD003390,TRK406796207,BlueDart,2025-06-14
SHP003391,ORD003391,,,
SHP003392,ORD003392,TRK979352994,FedEx,2025-02-04
SHP003393,ORD003393,TRK616717807,Delhivery,2025-06-13
